"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:1903383","regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway","BP",2,0,0,1,1
"GO:1903384","negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway","BP",2,0,0,1,1
"GO:1905516","positive regulation of fertilization","BP",4,0,0,1,1
"GO:2000157","negative regulation of ubiquitin-specific protease activity","BP",2,0,0,1,1
"GO:2000277","positive regulation of oxidative phosphorylation uncoupler activity","BP",1,0,0,1,1
"GO:2000284","positive regulation of amino acid biosynthetic process","BP",1,0,0,1,1
"GO:2000825","positive regulation of androgen receptor activity","BP",4,0,0,1,1
"GO:0018872","arsonoacetate metabolic process","BP",2,0,1,1,0.242279458151993
"GO:0016095","polyprenol catabolic process","BP",1,1,0,0.0786466645387809,1
"GO:1905524","negative regulation of protein autoubiquitination","BP",1,0,0,1,1
"GO:1905024","regulation of membrane repolarization during ventricular cardiac muscle cell action potential","BP",2,0,2,1,0.0167693768304519
"GO:1905025","negative regulation of membrane repolarization during ventricular cardiac muscle cell action potential","BP",1,0,1,1,0.129524417491222
"GO:1905031","regulation of membrane repolarization during cardiac muscle cell action potential","BP",3,0,2,1,0.0459677708111763
"GO:1905032","negative regulation of membrane repolarization during cardiac muscle cell action potential","BP",1,0,1,1,0.129524417491222
"GO:0015835","peptidoglycan transport","BP",3,0,0,1,1
"GO:0140207","tripeptide import across plasma membrane","BP",1,0,0,1,1
"GO:0000239","pachytene","BP",2,0,0,1,1
"GO:0034587","piRNA processing","BP",9,2,0,0.153949293588926,1
"GO:0060903","positive regulation of meiosis I","BP",4,0,1,1,0.425881398911046
"GO:0140965","secondary piRNA processing","BP",2,1,0,0.151112657215506,1
"GO:0141006","transposable element silencing by piRNA-mediated heterochromatin formation","BP",1,0,0,1,1
"GO:0070060","'de novo' actin filament nucleation","BP",1,1,0,0.0786466645387809,1
"GO:0021686","cerebellar granular layer maturation","BP",1,0,0,1,1
"GO:0021699","cerebellar cortex maturation","BP",3,0,0,1,1
"GO:0060668","regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling","BP",1,0,1,1,0.129524417491222
"GO:0051666","actin cortical patch localization","BP",1,0,0,1,1
"GO:0010795","regulation of ubiquinone biosynthetic process","BP",2,0,0,1,1
"GO:0043335","protein unfolding","BP",3,1,0,0.217883340118557,1
"GO:0000350","generation of catalytic spliceosome for second transesterification step","BP",2,0,0,1,1
"GO:0000389","mRNA 3'-splice site recognition","BP",2,0,0,1,1
"GO:0000393","spliceosomal conformational changes to generate catalytic conformation","BP",5,0,0,1,1
"GO:0097272","ammonium homeostasis","BP",1,0,0,1,1
"GO:0071678","olfactory bulb axon guidance","BP",1,0,0,1,1
"GO:0097535","lymphoid lineage cell migration into thymus","BP",1,0,0,1,1
"GO:1903945","positive regulation of hepatocyte apoptotic process","BP",1,0,0,1,1
"GO:0015790","UDP-xylose transmembrane transport","BP",1,0,0,1,1
"GO:1990569","UDP-N-acetylglucosamine transmembrane transport","BP",4,0,0,1,1
"GO:0033037","polysaccharide localization","BP",2,0,0,1,1
"GO:1902607","negative regulation of large conductance calcium-activated potassium channel activity","BP",1,0,0,1,1
"GO:1903830","magnesium ion transmembrane transport","BP",18,0,4,1,0.196731242639071
"GO:1904829","regulation of aortic smooth muscle cell differentiation","BP",2,0,1,1,0.242279458151993
"GO:1904831","positive regulation of aortic smooth muscle cell differentiation","BP",2,0,1,1,0.242279458151993
"GO:0042322","negative regulation of circadian sleep/wake cycle, REM sleep","BP",1,0,0,1,1
"GO:0120055","small intestinal transit","BP",1,0,0,1,1
"GO:0120057","regulation of small intestinal transit","BP",1,0,0,1,1
"GO:0120058","positive regulation of small intestinal transit","BP",1,0,0,1,1
"GO:1903012","positive regulation of bone development","BP",3,0,1,1,0.340435301822401
"GO:1905333","regulation of gastric motility","BP",2,0,0,1,1
"GO:0015774","polysaccharide transport","BP",1,0,0,1,1
"GO:0071461","cellular response to redox state","BP",2,0,0,1,1
"GO:0060887","limb epidermis development","BP",2,0,0,1,1
"GO:0019418","sulfide oxidation","BP",1,0,1,1,0.129524417491222
"GO:0070221","sulfide oxidation, using sulfide:quinone oxidoreductase","BP",1,0,1,1,0.129524417491222
"GO:0006589","octopamine biosynthetic process","BP",1,1,0,0.0786466645387809,1
"GO:0046333","octopamine metabolic process","BP",1,1,0,0.0786466645387809,1
"GO:1903108","regulation of mitochondrial transcription","BP",8,0,0,1,1
"GO:1902140","response to inositol","BP",4,0,2,1,0.0840970105564684
"GO:0030205","dermatan sulfate metabolic process","BP",4,0,0,1,1
"GO:0030208","dermatan sulfate biosynthetic process","BP",3,0,0,1,1
"GO:0050651","dermatan sulfate proteoglycan biosynthetic process","BP",5,0,0,1,1
"GO:0034640","establishment of mitochondrion localization by microtubule attachment","BP",1,0,0,1,1
"GO:0099098","microtubule polymerization based movement","BP",1,0,0,1,1
"GO:0099044","vesicle tethering to endoplasmic reticulum","BP",2,0,0,1,1
"GO:0101030","tRNA-guanine transglycosylation","BP",3,0,0,1,1
"GO:0006083","acetate metabolic process","BP",3,2,1,0.0175712914094027,0.340435301822401
"GO:0019413","acetate biosynthetic process","BP",2,2,0,0.00618067186205561,1
"GO:0019542","propionate biosynthetic process","BP",2,2,0,0.00618067186205561,1
"GO:0051790","short-chain fatty acid biosynthetic process","BP",4,2,0,0.0333153938203955,1
"GO:1905404","positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process","BP",1,0,1,1,0.129524417491222
"GO:0010750","positive regulation of nitric oxide mediated signal transduction","BP",2,0,0,1,1
"GO:0098923","retrograde trans-synaptic signaling by soluble gas","BP",1,0,0,1,1
"GO:0098924","retrograde trans-synaptic signaling by nitric oxide","BP",1,0,0,1,1
"GO:0098925","retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission","BP",1,0,0,1,1
"GO:0099543","trans-synaptic signaling by soluble gas","BP",1,0,0,1,1
"GO:0099548","trans-synaptic signaling by nitric oxide","BP",1,0,0,1,1
"GO:0099554","trans-synaptic signaling by soluble gas, modulating synaptic transmission","BP",1,0,0,1,1
"GO:0099555","trans-synaptic signaling by nitric oxide, modulating synaptic transmission","BP",1,0,0,1,1
"GO:0072702","response to methyl methanesulfonate","BP",1,0,1,1,0.129524417491222
"GO:0072703","cellular response to methyl methanesulfonate","BP",1,0,1,1,0.129524417491222
"GO:0110057","regulation of blood vessel endothelial cell differentiation","BP",1,0,0,1,1
"GO:0110059","negative regulation of blood vessel endothelial cell differentiation","BP",1,0,0,1,1
"GO:0001112","DNA-templated transcription open complex formation","BP",1,0,0,1,1
"GO:0001120","protein-DNA complex remodeling","BP",1,0,0,1,1
"GO:0016108","tetraterpenoid metabolic process","BP",1,0,0,1,1
"GO:0016116","carotenoid metabolic process","BP",1,0,0,1,1
"GO:0016119","carotene metabolic process","BP",1,0,0,1,1
"GO:0016121","carotene catabolic process","BP",1,0,0,1,1
"GO:0046247","terpene catabolic process","BP",1,0,0,1,1
"GO:1901810","beta-carotene metabolic process","BP",1,0,0,1,1
"GO:0071642","positive regulation of macrophage inflammatory protein 1 alpha production","BP",2,0,1,1,0.242279458151993
"GO:0071651","positive regulation of chemokine (C-C motif) ligand 5 production","BP",3,0,1,1,0.340435301822401
"GO:0097497","blood vessel endothelial cell delamination","BP",1,0,1,1,0.129524417491222
"GO:1905042","negative regulation of epithelium regeneration","BP",1,0,1,1,0.129524417491222
"GO:0008626","granzyme-mediated apoptotic signaling pathway","BP",1,0,0,1,1
"GO:0071846","actin filament debranching","BP",2,0,0,1,1
"GO:0071722","detoxification of arsenic-containing substance","BP",1,1,0,0.0786466645387809,1
"GO:0043578","nuclear matrix organization","BP",3,0,2,1,0.0459677708111763
"GO:0090292","nuclear matrix anchoring at nuclear membrane","BP",3,0,2,1,0.0459677708111763
"GO:0060178","regulation of exocyst localization","BP",3,0,0,1,1
"GO:0061433","cellular response to caloric restriction","BP",1,0,0,1,1
"GO:0070446","negative regulation of oligodendrocyte progenitor proliferation","BP",1,0,0,1,1
"GO:1902551","regulation of catalase activity","BP",1,0,0,1,1
"GO:1902553","positive regulation of catalase activity","BP",1,0,0,1,1
"GO:1903109","positive regulation of mitochondrial transcription","BP",2,0,0,1,1
"GO:2000470","positive regulation of peroxidase activity","BP",1,0,0,1,1
"GO:0072704","response to mercaptoethanol","BP",1,0,0,1,1
"GO:0072705","cellular response to mercaptoethanol","BP",1,0,0,1,1
"GO:0019742","pentacyclic triterpenoid metabolic process","BP",1,0,0,1,1
"GO:1905090","negative regulation of type 2 mitophagy","BP",2,0,0,1,1
"GO:0003017","lymph circulation","BP",2,0,0,1,1
"GO:0032460","negative regulation of protein oligomerization","BP",2,0,0,1,1
"GO:0032463","negative regulation of protein homooligomerization","BP",2,0,0,1,1
"GO:0061356","regulation of Wnt protein secretion","BP",4,0,0,1,1
"GO:0061357","positive regulation of Wnt protein secretion","BP",4,0,0,1,1
"GO:0090326","positive regulation of locomotion involved in locomotory behavior","BP",1,0,0,1,1
"GO:1902823","negative regulation of late endosome to lysosome transport","BP",1,0,0,1,1
"GO:1903336","negative regulation of vacuolar transport","BP",1,0,0,1,1
"GO:2000331","regulation of terminal button organization","BP",3,0,0,1,1
"GO:0045036","protein targeting to chloroplast","BP",4,0,2,1,0.0840970105564684
"GO:0072596","establishment of protein localization to chloroplast","BP",4,0,2,1,0.0840970105564684
"GO:0072598","protein localization to chloroplast","BP",4,0,2,1,0.0840970105564684
"GO:1904291","positive regulation of mitotic DNA damage checkpoint","BP",1,0,1,1,0.129524417491222
"GO:2000003","positive regulation of DNA damage checkpoint","BP",3,0,1,1,0.340435301822401
"GO:0042366","cobalamin catabolic process","BP",1,0,0,1,1
"GO:0042264","peptidyl-aspartic acid hydroxylation","BP",1,0,0,1,1
"GO:0033615","mitochondrial proton-transporting ATP synthase complex assembly","BP",8,0,0,1,1
"GO:0043461","proton-transporting ATP synthase complex assembly","BP",8,0,0,1,1
"GO:0070071","proton-transporting two-sector ATPase complex assembly","BP",15,0,1,1,0.875285927058656
"GO:0006121","mitochondrial electron transport, succinate to ubiquinone","BP",5,0,0,1,1
"GO:1905799","regulation of intraciliary retrograde transport","BP",2,0,1,1,0.242279458151993
"GO:0018293","protein-FAD linkage","BP",1,0,0,1,1
"GO:0034552","respiratory chain complex II assembly","BP",5,0,1,1,0.500262769296684
"GO:0034553","mitochondrial respiratory chain complex II assembly","BP",5,0,1,1,0.500262769296684
"GO:0000379","tRNA-type intron splice site recognition and cleavage","BP",3,0,0,1,1
"GO:2001311","lysobisphosphatidic acid metabolic process","BP",2,0,0,1,1
"GO:0018022","peptidyl-lysine methylation","BP",20,1,0,0.805878239146507,1
"GO:0018026","peptidyl-lysine monomethylation","BP",7,0,0,1,1
"GO:0018003","peptidyl-lysine N6-acetylation","BP",3,1,0,0.217883340118557,1
"GO:0070476","rRNA (guanine-N7)-methylation","BP",2,0,0,1,1
"GO:2000234","positive regulation of rRNA processing","BP",10,0,1,1,0.750322034385208
"GO:0051296","establishment of meiotic spindle orientation","BP",3,0,0,1,1
"GO:1902957","negative regulation of mitochondrial electron transport, NADH to ubiquinone","BP",1,0,0,1,1
"GO:1905447","negative regulation of mitochondrial ATP synthesis coupled electron transport","BP",1,0,0,1,1
"GO:0071569","protein ufmylation","BP",6,2,0,0.0749389808521366,1
"GO:1990564","protein polyufmylation","BP",5,2,0,0.0526588279896088,1
"GO:1990592","protein K69-linked ufmylation","BP",5,2,0,0.0526588279896088,1
"GO:0006671","phytosphingosine metabolic process","BP",1,0,0,1,1
"GO:0071602","phytosphingosine biosynthetic process","BP",1,0,0,1,1
"GO:0061956","penetration of cumulus oophorus","BP",1,0,0,1,1
"GO:0006216","cytidine catabolic process","BP",4,0,0,1,1
"GO:0009972","cytidine deamination","BP",4,0,0,1,1
"GO:0046087","cytidine metabolic process","BP",4,0,0,1,1
"GO:0034642","mitochondrion migration along actin filament","BP",1,0,0,1,1
"GO:0001100","negative regulation of exit from mitosis","BP",1,0,0,1,1
"GO:0070070","proton-transporting V-type ATPase complex assembly","BP",7,0,1,1,0.621374815795562
"GO:0002182","cytoplasmic translational elongation","BP",6,2,0,0.0749389808521366,1
"GO:0140708","CAT tailing","BP",1,0,0,1,1
"GO:0002949","tRNA threonylcarbamoyladenosine modification","BP",5,0,0,1,1
"GO:0035964","COPI-coated vesicle budding","BP",6,1,0,0.388323538759607,1
"GO:0048200","Golgi transport vesicle coating","BP",4,1,0,0.279405988884611,1
"GO:0048205","COPI coating of Golgi vesicle","BP",4,1,0,0.279405988884611,1
"GO:0032978","protein insertion into membrane from inner side","BP",5,0,0,1,1
"GO:0032979","protein insertion into mitochondrial inner membrane from matrix","BP",5,0,0,1,1
"GO:0141164","mitochondrial protein quality control","BP",3,0,0,1,1
"GO:0070478","nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay","BP",3,0,0,1,1
"GO:1903842","response to arsenite ion","BP",3,0,0,1,1
"GO:1903843","cellular response to arsenite ion","BP",3,0,0,1,1
"GO:0101027","optical nerve axon regeneration","BP",1,0,0,1,1
"GO:1905591","regulation of optical nerve axon regeneration","BP",1,0,0,1,1
"GO:1905592","negative regulation of optical nerve axon regeneration","BP",1,0,0,1,1
"GO:0002943","tRNA dihydrouridine synthesis","BP",4,0,0,1,1
"GO:0009838","abscission","BP",5,0,0,1,1
"GO:0051469","vesicle fusion with vacuole","BP",11,1,0,0.593970004948271,1
"GO:0061763","multivesicular body-lysosome fusion","BP",11,1,0,0.593970004948271,1
"GO:0097576","vacuole fusion","BP",12,1,0,0.625925348879772,1
"GO:0034247","snoRNA splicing","BP",2,0,0,1,1
"GO:1904439","negative regulation of iron ion import across plasma membrane","BP",1,0,0,1,1
"GO:0036114","medium-chain fatty-acyl-CoA catabolic process","BP",4,0,1,1,0.425881398911046
"GO:0044580","butyryl-CoA catabolic process","BP",3,0,0,1,1
"GO:0046356","acetyl-CoA catabolic process","BP",3,0,0,1,1
"GO:1901289","succinyl-CoA catabolic process","BP",3,0,0,1,1
"GO:1902858","propionyl-CoA metabolic process","BP",4,0,0,1,1
"GO:1902859","propionyl-CoA catabolic process","BP",2,0,0,1,1
"GO:0072158","proximal tubule morphogenesis","BP",2,1,0,0.151112657215506,1
"GO:0006274","DNA replication termination","BP",1,0,0,1,1
"GO:0097752","regulation of DNA stability","BP",3,0,0,1,1
"GO:1902294","cell cycle DNA replication termination","BP",1,0,0,1,1
"GO:1902317","nuclear DNA replication termination","BP",1,0,0,1,1
"GO:1902979","mitotic DNA replication termination","BP",1,0,0,1,1
"GO:0009304","tRNA transcription","BP",5,0,0,1,1
"GO:0042797","tRNA transcription by RNA polymerase III","BP",5,0,0,1,1
"GO:0006253","dCTP catabolic process","BP",1,0,0,1,1
"GO:0009149","pyrimidine nucleoside triphosphate catabolic process","BP",3,0,0,1,1
"GO:0009213","pyrimidine deoxyribonucleoside triphosphate catabolic process","BP",2,0,0,1,1
"GO:0046065","dCTP metabolic process","BP",1,0,0,1,1
"GO:0006294","nucleotide-excision repair, preincision complex assembly","BP",1,0,0,1,1
"GO:0000461","endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",1,0,0,1,1
"GO:0140820","cytosol to Golgi apparatus transport","BP",4,0,0,1,1
"GO:1904257","zinc ion import into Golgi lumen","BP",3,0,0,1,1
"GO:0150032","positive regulation of protein localization to lysosome","BP",3,0,1,1,0.340435301822401
"GO:0006530","asparagine catabolic process","BP",1,0,1,1,0.129524417491222
"GO:0033345","asparagine catabolic process via L-aspartate","BP",1,0,1,1,0.129524417491222
"GO:0006627","protein processing involved in protein targeting to mitochondrion","BP",6,0,0,1,1
"GO:1902073","positive regulation of hypoxia-inducible factor-1alpha signaling pathway","BP",1,0,1,1,0.129524417491222
"GO:0140462","pericentric heterochromatin organization","BP",2,0,1,1,0.242279458151993
"GO:1905711","response to phosphatidylethanolamine","BP",1,0,0,1,1
"GO:0006240","dCDP biosynthetic process","BP",1,1,0,0.0786466645387809,1
"GO:0046062","dCDP metabolic process","BP",1,1,0,0.0786466645387809,1
"GO:0046704","CDP metabolic process","BP",2,1,0,0.151112657215506,1
"GO:0046705","CDP biosynthetic process","BP",2,1,0,0.151112657215506,1
"GO:0042275","error-free postreplication DNA repair","BP",2,0,0,1,1
"GO:1990046","stress-induced mitochondrial fusion","BP",2,0,0,1,1
"GO:1905215","negative regulation of RNA binding","BP",1,0,0,1,1
"GO:1904220","regulation of serine C-palmitoyltransferase activity","BP",1,1,0,0.0786466645387809,1
"GO:1904221","negative regulation of serine C-palmitoyltransferase activity","BP",1,1,0,0.0786466645387809,1
"GO:0031173","otolith mineralization completed early in development","BP",1,0,0,1,1
"GO:0006480","N-terminal protein amino acid methylation","BP",1,0,0,1,1
"GO:0018011","N-terminal peptidyl-alanine methylation","BP",1,0,0,1,1
"GO:0018012","N-terminal peptidyl-alanine trimethylation","BP",1,0,0,1,1
"GO:0018013","N-terminal peptidyl-glycine methylation","BP",1,0,0,1,1
"GO:0018016","N-terminal peptidyl-proline dimethylation","BP",1,0,0,1,1
"GO:0018194","peptidyl-alanine modification","BP",1,0,0,1,1
"GO:0035568","N-terminal peptidyl-proline methylation","BP",1,0,0,1,1
"GO:0035570","N-terminal peptidyl-serine methylation","BP",1,0,0,1,1
"GO:0035572","N-terminal peptidyl-serine dimethylation","BP",1,0,0,1,1
"GO:0035573","N-terminal peptidyl-serine trimethylation","BP",1,0,0,1,1
"GO:0072752","cellular response to rapamycin","BP",3,0,0,1,1
"GO:0090164","asymmetric Golgi ribbon formation","BP",2,0,1,1,0.242279458151993
"GO:0140450","protein targeting to Golgi apparatus","BP",3,0,1,1,0.340435301822401
"GO:0017183","protein histidyl modification to diphthamide","BP",7,0,0,1,1
"GO:0036298","recombinational interstrand cross-link repair","BP",2,0,0,1,1
"GO:0070171","negative regulation of tooth mineralization","BP",2,1,0,0.151112657215506,1
"GO:0016344","meiotic chromosome movement towards spindle pole","BP",2,1,0,0.151112657215506,1
"GO:0035564","regulation of kidney size","BP",2,0,0,1,1
"GO:1903125","negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation","BP",1,0,0,1,1
"GO:1904887","Wnt signalosome assembly","BP",1,0,0,1,1
"GO:0003358","noradrenergic neuron development","BP",2,0,1,1,0.242279458151993
"GO:0002100","tRNA wobble adenosine to inosine editing","BP",1,0,0,1,1
"GO:0015937","coenzyme A biosynthetic process","BP",12,1,1,0.625925348879772,0.810849840807543
"GO:1902726","positive regulation of skeletal muscle satellite cell differentiation","BP",2,0,0,1,1
"GO:0002277","myeloid dendritic cell activation involved in immune response","BP",2,1,1,0.151112657215506,0.242279458151993
"GO:0002582","positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP",1,1,0,0.0786466645387809,1
"GO:0002588","positive regulation of antigen processing and presentation of peptide antigen via MHC class II","BP",1,1,0,0.0786466645387809,1
"GO:0048137","spermatocyte division","BP",1,0,0,1,1
"GO:0006004","fucose metabolic process","BP",7,1,0,0.436448284927828,1
"GO:0015881","creatine transmembrane transport","BP",3,1,0,0.217883340118557,1
"GO:0036325","vascular endothelial growth factor receptor-3 signaling pathway","BP",1,0,0,1,1
"GO:0141204","dipeptide transmembrane transport from lysosomal lumen to cytosol","BP",1,0,0,1,1
"GO:0170063","transmembrane transport from lysosomal lumen to cytosol","BP",1,0,0,1,1
"GO:1990784","response to dsDNA","BP",2,1,0,0.151112657215506,1
"GO:1990786","cellular response to dsDNA","BP",2,1,0,0.151112657215506,1
"GO:0030327","prenylated protein catabolic process","BP",3,0,1,1,0.340435301822401
"GO:0030328","prenylcysteine catabolic process","BP",2,0,1,1,0.242279458151993
"GO:0030329","prenylcysteine metabolic process","BP",2,0,1,1,0.242279458151993
"GO:1904491","protein localization to ciliary transition zone","BP",9,0,4,1,0.0206058237153362
"GO:2000299","negative regulation of Rho-dependent protein serine/threonine kinase activity","BP",3,0,0,1,1
"GO:0003349","epicardium-derived cardiac endothelial cell differentiation","BP",1,0,0,1,1
"GO:0002143","tRNA wobble position uridine thiolation","BP",4,0,0,1,1
"GO:0032447","protein urmylation","BP",4,0,0,1,1
"GO:0034227","tRNA thio-modification","BP",5,0,0,1,1
"GO:0006056","mannoprotein metabolic process","BP",4,2,0,0.0333153938203955,1
"GO:0006058","mannoprotein catabolic process","BP",4,2,0,0.0333153938203955,1
"GO:1904380","endoplasmic reticulum mannose trimming","BP",3,2,0,0.0175712914094027,1
"GO:0035600","tRNA methylthiolation","BP",2,0,0,1,1
"GO:0045903","positive regulation of translational fidelity","BP",1,0,0,1,1
"GO:0140438","protein stearoylation","BP",1,0,0,1,1
"GO:0097712","vesicle targeting, trans-Golgi to periciliary membrane compartment","BP",1,0,0,1,1
"GO:0006386","termination of RNA polymerase III transcription","BP",1,0,0,1,1
"GO:1903850","regulation of cristae formation","BP",5,1,0,0.336092779108362,1
"GO:0046952","ketone body catabolic process","BP",2,0,0,1,1
"GO:2000199","positive regulation of ribonucleoprotein complex localization","BP",1,0,0,1,1
"GO:2000200","regulation of ribosomal subunit export from nucleus","BP",2,0,0,1,1
"GO:2000202","positive regulation of ribosomal subunit export from nucleus","BP",1,0,0,1,1
"GO:2000206","regulation of ribosomal small subunit export from nucleus","BP",1,0,0,1,1
"GO:2000208","positive regulation of ribosomal small subunit export from nucleus","BP",1,0,0,1,1
"GO:0070072","vacuolar proton-transporting V-type ATPase complex assembly","BP",5,0,1,1,0.500262769296684
"GO:0002528","regulation of vascular permeability involved in acute inflammatory response","BP",2,0,0,1,1
"GO:0010265","SCF complex assembly","BP",2,0,1,1,0.242279458151993
"GO:0036102","leukotriene B4 metabolic process","BP",2,0,0,1,1
"GO:0043449","alkene metabolic process","BP",1,0,0,1,1
"GO:1900673","olefin metabolic process","BP",1,0,0,1,1
"GO:0007135","meiosis II","BP",1,0,0,1,1
"GO:0007147","female meiosis II","BP",1,0,0,1,1
"GO:0061983","meiosis II cell cycle process","BP",1,0,0,1,1
"GO:0032876","negative regulation of DNA endoreduplication","BP",1,0,1,1,0.129524417491222
"GO:0106005","RNA 5'-cap (guanine-N7)-methylation","BP",2,0,0,1,1
"GO:0160063","multi-pass transmembrane protein insertion into ER membrane","BP",7,1,0,0.436448284927828,1
"GO:0009249","protein lipoylation","BP",6,1,0,0.388323538759607,1
"GO:2000374","regulation of oxygen metabolic process","BP",2,0,0,1,1
"GO:2000376","positive regulation of oxygen metabolic process","BP",1,0,0,1,1
"GO:0002505","antigen processing and presentation of polysaccharide antigen via MHC class II","BP",1,0,0,1,1
"GO:0002747","antigen processing and presentation following phagocytosis","BP",1,0,0,1,1
"GO:0046754","viral exocytosis","BP",1,0,0,1,1
"GO:0090117","endosome to lysosome transport of low-density lipoprotein particle","BP",2,0,0,1,1
"GO:0035608","protein deglutamylation","BP",4,0,0,1,1
"GO:0035609","C-terminal protein deglutamylation","BP",2,0,0,1,1
"GO:0035610","protein side chain deglutamylation","BP",4,0,0,1,1
"GO:0030974","thiamine pyrophosphate transmembrane transport","BP",2,0,1,1,0.242279458151993
"GO:1990172","G protein-coupled receptor catabolic process","BP",1,0,0,1,1
"GO:0110031","negative regulation of G2/MI transition of meiotic cell cycle","BP",3,0,0,1,1
"GO:0017186","peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase","BP",2,0,1,1,0.242279458151993
"GO:0018199","peptidyl-glutamine modification","BP",3,0,1,1,0.340435301822401
"GO:0035498","carnosine metabolic process","BP",2,0,0,1,1
"GO:2001145","negative regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity","BP",1,0,0,1,1
"GO:0000451","rRNA 2'-O-methylation","BP",2,0,0,1,1
"GO:0006424","glutamyl-tRNA aminoacylation","BP",2,0,0,1,1
"GO:0070127","tRNA aminoacylation for mitochondrial protein translation","BP",7,0,0,1,1
"GO:0010025","wax biosynthetic process","BP",3,1,0,0.217883340118557,1
"GO:0010166","wax metabolic process","BP",3,1,0,0.217883340118557,1
"GO:0009436","glyoxylate catabolic process","BP",2,1,0,0.151112657215506,1
"GO:0019470","4-hydroxyproline catabolic process","BP",1,1,0,0.0786466645387809,1
"GO:0033609","oxalate metabolic process","BP",1,1,0,0.0786466645387809,1
"GO:0000349","generation of catalytic spliceosome for first transesterification step","BP",2,0,0,1,1
"GO:0048496","maintenance of animal organ identity","BP",4,0,0,1,1
"GO:0099017","maintenance of protein localization at cell tip","BP",1,0,0,1,1
"GO:0090149","mitochondrial membrane fission","BP",2,0,0,1,1
"GO:0046712","GDP catabolic process","BP",2,0,0,1,1
"GO:0061084","negative regulation of protein refolding","BP",3,0,0,1,1
"GO:1902605","heterotrimeric G-protein complex assembly","BP",1,0,0,1,1
"GO:0061938","protein localization to somatodendritic compartment","BP",1,0,0,1,1
"GO:0140500","regulation of reticulophagy","BP",3,1,0,0.217883340118557,1
"GO:0140501","positive regulation of reticulophagy","BP",3,1,0,0.217883340118557,1
"GO:0120049","snRNA (adenine-N6)-methylation","BP",2,0,0,1,1
"GO:0015694","mercury ion transport","BP",1,0,0,1,1
"GO:0030026","intracellular manganese ion homeostasis","BP",2,0,0,1,1
"GO:0055071","manganese ion homeostasis","BP",3,0,0,1,1
"GO:0097080","plasma membrane selenite transport","BP",1,0,0,1,1
"GO:1990540","mitochondrial manganese ion transmembrane transport","BP",1,0,0,1,1
"GO:0099041","vesicle tethering to Golgi","BP",5,0,0,1,1
"GO:0015805","S-adenosyl-L-methionine transport","BP",1,0,0,1,1
"GO:1901962","S-adenosyl-L-methionine transmembrane transport","BP",1,0,0,1,1
"GO:1990543","mitochondrial S-adenosyl-L-methionine transmembrane transport","BP",1,0,0,1,1
"GO:0036506","maintenance of unfolded protein","BP",3,0,0,1,1
"GO:0009256","10-formyltetrahydrofolate metabolic process","BP",6,0,1,1,0.565011609724336
"GO:0009258","10-formyltetrahydrofolate catabolic process","BP",3,0,0,1,1
"GO:0009397","folic acid-containing compound catabolic process","BP",4,0,0,1,1
"GO:0042560","pteridine-containing compound catabolic process","BP",4,0,0,1,1
"GO:1905371","ceramide phosphoethanolamine metabolic process","BP",2,0,0,1,1
"GO:1905373","ceramide phosphoethanolamine biosynthetic process","BP",2,0,0,1,1
"GO:0034463","90S preribosome assembly","BP",1,0,0,1,1
"GO:0140958","target-directed miRNA degradation","BP",4,0,0,1,1
"GO:0018364","peptidyl-glutamine methylation","BP",2,0,0,1,1
"GO:0097111","endoplasmic reticulum-Golgi intermediate compartment organization","BP",2,0,0,1,1
"GO:0014878","response to electrical stimulus involved in regulation of muscle adaptation","BP",2,0,0,1,1
"GO:0097037","heme export","BP",3,1,0,0.217883340118557,1
"GO:0140357","heme export from vacuole to cytoplasm","BP",1,1,0,0.0786466645387809,1
"GO:0031460","glycine betaine transport","BP",2,0,0,1,1
"GO:0043090","amino acid import","BP",2,0,1,1,0.242279458151993
"GO:1903840","response to arsenite(3-)","BP",1,0,0,1,1
"GO:1903841","cellular response to arsenite(3-)","BP",1,0,0,1,1
"GO:1904271","L-proline import across plasma membrane","BP",2,0,0,1,1
"GO:1904555","L-proline transmembrane transport","BP",2,0,0,1,1
"GO:1905647","proline import across plasma membrane","BP",2,0,0,1,1
"GO:0006420","arginyl-tRNA aminoacylation","BP",3,1,0,0.217883340118557,1
"GO:0106217","tRNA C3-cytosine methylation","BP",2,0,0,1,1
"GO:1901097","negative regulation of autophagosome maturation","BP",5,0,0,1,1
"GO:0017192","N-terminal peptidyl-glutamine acetylation","BP",1,0,0,1,1
"GO:1903896","positive regulation of IRE1-mediated unfolded protein response","BP",1,0,0,1,1
