"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0061179","negative regulation of insulin secretion involved in cellular response to glucose stimulus","BP",15,1,0,0.326355959943261,1
"GO:0070471","uterine smooth muscle contraction","BP",10,1,0,0.231508937028105,1
"GO:0070472","regulation of uterine smooth muscle contraction","BP",9,1,0,0.210997699397469,1
"GO:0070473","negative regulation of uterine smooth muscle contraction","BP",2,0,0,1,1
"GO:0071881","adenylate cyclase-inhibiting adrenergic receptor signaling pathway","BP",2,0,0,1,1
"GO:0071882","phospholipase C-activating adrenergic receptor signaling pathway","BP",1,0,0,1,1
"GO:0090278","negative regulation of peptide hormone secretion","BP",53,3,0,0.158718772398964,1
"GO:1903306","negative regulation of regulated secretory pathway","BP",20,2,1,0.0941150147872873,0.60263057954431
"GO:1904950","negative regulation of establishment of protein localization","BP",128,6,6,0.116677162241614,0.519962341575806
"GO:0045664","regulation of neuron differentiation","BP",177,0,6,1,0.814521779885664
"GO:0045666","positive regulation of neuron differentiation","BP",76,0,1,1,0.970205026632915
"GO:0000272","polysaccharide catabolic process","BP",34,2,0,0.220792983793917,1
"GO:0002021","response to dietary excess","BP",35,1,2,0.602431720832126,0.472271524771275
"GO:0002024","diet induced thermogenesis","BP",14,0,1,1,0.475807089819866
"GO:0002025","norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure","BP",3,0,1,1,0.129211744250714
"GO:0003061","positive regulation of the force of heart contraction by norepinephrine","BP",1,0,0,1,1
"GO:0005980","glycogen catabolic process","BP",32,1,0,0.569687996043738,1
"GO:0009251","glucan catabolic process","BP",33,2,0,0.211190999976037,1
"GO:0031649","heat generation","BP",20,0,6,1,0.000184715691303918
"GO:0040014","regulation of multicellular organism growth","BP",75,1,2,0.86180826746686,0.857775490142812
"GO:0040015","negative regulation of multicellular organism growth","BP",17,1,1,0.360939542052014,0.543596786527566
"GO:0045444","fat cell differentiation","BP",243,9,21,0.182695068445494,0.0033318014559521
"GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","BP",28,1,3,0.521808285943347,0.130118661269671
"GO:0048640","negative regulation of developmental growth","BP",100,4,4,0.26212076114485,0.665518388740601
"GO:0050873","brown fat cell differentiation","BP",59,2,3,0.455768809207082,0.50034669882866
"GO:0090280","positive regulation of calcium ion import","BP",21,0,3,1,0.0662973055743641
"GO:0097009","energy homeostasis","BP",83,1,2,0.888171381283762,0.893623659469818
"GO:0098659","inorganic cation import across plasma membrane","BP",90,1,10,0.907087155460125,0.00719222310738468
"GO:0098703","calcium ion import across plasma membrane","BP",27,1,3,0.509030134303858,0.119975863253247
"GO:0098739","import across plasma membrane","BP",159,1,19,0.985112098428438,0.000100031698516858
"GO:0099587","inorganic ion import across plasma membrane","BP",90,1,10,0.907087155460125,0.00719222310738468
"GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",18,1,1,0.377561321601147,0.564188598178355
"GO:0106071","positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",2,0,0,1,1
"GO:1902656","calcium ion import into cytosol","BP",27,1,3,0.509030134303858,0.119975863253247
"GO:1905664","regulation of calcium ion import across plasma membrane","BP",14,0,2,1,0.129150946087734
"GO:1905665","positive regulation of calcium ion import across plasma membrane","BP",10,0,1,1,0.36953246936073
"GO:0002028","regulation of sodium ion transport","BP",75,4,5,0.13081379633804,0.249120327316947
"GO:0002086","diaphragm contraction","BP",3,0,1,1,0.129211744250714
"GO:0003011","involuntary skeletal muscle contraction","BP",4,0,1,1,0.168464490295855
"GO:0003059","positive regulation of the force of heart contraction by epinephrine","BP",1,0,1,1,0.0450686243217363
"GO:0007215","glutamate receptor signaling pathway","BP",38,1,4,0.632689532262605,0.0903005767582424
"GO:0010508","positive regulation of autophagy","BP",153,7,3,0.104319781160582,0.971117153793593
"GO:0010737","protein kinase A signaling","BP",23,0,4,1,0.0182874489794377
"GO:0010738","regulation of protein kinase A signaling","BP",14,0,2,1,0.129150946087734
"GO:0010739","positive regulation of protein kinase A signaling","BP",8,0,2,1,0.0474043648865066
"GO:0010765","positive regulation of sodium ion transport","BP",40,1,4,0.651573929900392,0.104384640821536
"GO:0016236","macroautophagy","BP",312,8,8,0.565291501326576,0.973209224461604
"GO:0016239","positive regulation of macroautophagy","BP",95,3,3,0.449954517761646,0.807805797110073
"GO:0016241","regulation of macroautophagy","BP",143,5,4,0.314724838023535,0.89094722197867
"GO:0035235","ionotropic glutamate receptor signaling pathway","BP",20,0,3,1,0.0587218511386405
"GO:0061724","lipophagy","BP",8,0,1,1,0.308582041931216
"GO:0061884","regulation of mini excitatory postsynaptic potential","BP",2,0,1,1,0.0881088152837416
"GO:0061885","positive regulation of mini excitatory postsynaptic potential","BP",2,0,1,1,0.0881088152837416
"GO:0097352","autophagosome maturation","BP",62,2,1,0.481532464229664,0.94301071844688
"GO:0098815","modulation of excitatory postsynaptic potential","BP",47,2,2,0.346140369731701,0.632032664711555
"GO:0098816","mini excitatory postsynaptic potential","BP",2,0,1,1,0.0881088152837416
"GO:0098990","AMPA selective glutamate receptor signaling pathway","BP",4,0,2,1,0.011453506115291
"GO:0099601","regulation of neurotransmitter receptor activity","BP",29,0,4,1,0.0397084957186514
"GO:0141156","cAMP/PKA signal transduction","BP",21,0,2,1,0.243994835419392
"GO:0141161","regulation of cAMP/PKA signal transduction","BP",14,0,1,1,0.475807089819866
"GO:0141163","positive regulation of cAMP/PKA signal transduction","BP",5,0,1,1,0.205950223636709
"GO:1901096","regulation of autophagosome maturation","BP",17,2,1,0.0708424872992191,0.543596786527566
"GO:1901098","positive regulation of autophagosome maturation","BP",8,1,1,0.189940392096143,0.308582041931216
"GO:1904502","regulation of lipophagy","BP",5,0,1,1,0.205950223636709
"GO:1904504","positive regulation of lipophagy","BP",5,0,1,1,0.205950223636709
"GO:1990806","ligand-gated ion channel signaling pathway","BP",30,2,3,0.182681871960431,0.151251515835518
"GO:2000311","regulation of AMPA receptor activity","BP",13,0,2,1,0.11396823595333
"GO:2000463","positive regulation of excitatory postsynaptic potential","BP",32,1,2,0.569687996043738,0.42625285624048
"GO:2000969","positive regulation of AMPA receptor activity","BP",3,0,1,1,0.129211744250714
"GO:0006189","'de novo' IMP biosynthetic process","BP",6,0,1,1,0.241748380859728
"GO:0014823","response to activity","BP",73,2,7,0.569244536000772,0.0458323880581321
"GO:0014850","response to muscle activity","BP",28,2,2,0.164020040037654,0.361829286060092
"GO:0044208","'de novo' AMP biosynthetic process","BP",8,0,1,1,0.308582041931216
"GO:0097292","XMP metabolic process","BP",8,0,2,1,0.0474043648865066
"GO:0097293","XMP biosynthetic process","BP",8,0,2,1,0.0474043648865066
"GO:0097294","'de novo' XMP biosynthetic process","BP",8,0,2,1,0.0474043648865066
"GO:0006520","amino acid metabolic process","BP",236,4,10,0.865541827634591,0.624535930835598
"GO:0006531","aspartate metabolic process","BP",8,0,0,1,1
"GO:0009066","aspartate family amino acid metabolic process","BP",35,0,0,1,1
"GO:0043648","dicarboxylic acid metabolic process","BP",85,2,8,0.652125938731025,0.0375017276414367
"GO:0170033","L-amino acid metabolic process","BP",136,2,9,0.872147526054205,0.160803759919634
"GO:0170039","proteinogenic amino acid metabolic process","BP",125,2,9,0.839753485432586,0.111522389597698
"GO:1901605","alpha-amino acid metabolic process","BP",168,3,9,0.815930894615644,0.346111836859781
"GO:0060359","response to ammonium ion","BP",3,0,1,1,0.129211744250714
"GO:0006638","neutral lipid metabolic process","BP",118,5,7,0.193152069903208,0.282738472153112
"GO:0006639","acylglycerol metabolic process","BP",118,5,7,0.193152069903208,0.282738472153112
"GO:0006651","diacylglycerol biosynthetic process","BP",11,0,0,1,1
"GO:0010591","regulation of lamellipodium assembly","BP",35,0,0,1,1
"GO:0010592","positive regulation of lamellipodium assembly","BP",26,0,0,1,1
"GO:0030032","lamellipodium assembly","BP",65,1,2,0.819977727063978,0.797596850760857
"GO:0044782","cilium organization","BP",372,10,4,0.501665301219816,0.999967260321751
"GO:0045017","glycerolipid biosynthetic process","BP",206,3,5,0.906490096043549,0.958267671871619
"GO:0046339","diacylglycerol metabolic process","BP",28,1,2,0.521808285943347,0.361829286060092
"GO:0046460","neutral lipid biosynthetic process","BP",54,1,2,0.759248661996953,0.706383439035724
"GO:0046463","acylglycerol biosynthetic process","BP",54,1,2,0.759248661996953,0.706383439035724
"GO:0046486","glycerolipid metabolic process","BP",339,11,10,0.268065146783499,0.944680933254898
"GO:0051014","actin filament severing","BP",16,1,0,0.343875009419497,1
"GO:0060271","cilium assembly","BP",342,10,3,0.397111587119799,0.99998185927813
"GO:0060491","regulation of cell projection assembly","BP",194,5,8,0.570069999385849,0.651518039810428
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","BP",191,5,8,0.556167692854327,0.634223609016891
"GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","BP",107,2,4,0.770568014017151,0.716392831328434
"GO:1900480","regulation of diacylglycerol biosynthetic process","BP",1,0,0,1,1
"GO:1902743","regulation of lamellipodium organization","BP",46,1,0,0.702611060680803,1
"GO:1902745","positive regulation of lamellipodium organization","BP",33,1,0,0.580891027170854,1
"GO:0030199","collagen fibril organization","BP",65,5,2,0.0267270131805306,0.797596850760857
"GO:1904026","regulation of collagen fibril organization","BP",8,1,1,0.189940392096143,0.308582041931216
"GO:0006517","protein deglycosylation","BP",10,0,0,1,1
"GO:0001502","cartilage condensation","BP",16,1,1,0.343875009419497,0.522033468003071
"GO:0002062","chondrocyte differentiation","BP",116,5,7,0.184214773430302,0.26861146276566
"GO:0002063","chondrocyte development","BP",32,1,3,0.569687996043738,0.173379843189332
"GO:0006029","proteoglycan metabolic process","BP",91,1,2,0.909515118717122,0.920920376438641
"GO:0030166","proteoglycan biosynthetic process","BP",65,1,2,0.819977727063978,0.797596850760857
"GO:0051216","cartilage development","BP",199,12,13,0.00592343072095698,0.115499947904729
"GO:0098743","cell aggregation","BP",19,1,1,0.393751808091103,0.583852613624516
"GO:0001774","microglial cell activation","BP",39,1,7,0.642256010816973,0.00159797817496288
"GO:0001906","cell killing","BP",159,9,15,0.0231915307290493,0.00550959727447949
"GO:0001909","leukocyte mediated cytotoxicity","BP",103,5,9,0.130315963221673,0.0427097525552596
"GO:0001910","regulation of leukocyte mediated cytotoxicity","BP",73,2,8,0.569244536000772,0.0166618439550495
"GO:0001913","T cell mediated cytotoxicity","BP",52,1,6,0.746187970871623,0.0287267493682484
"GO:0001914","regulation of T cell mediated cytotoxicity","BP",41,0,5,1,0.0359823203710256
"GO:0002269","leukocyte activation involved in inflammatory response","BP",43,1,7,0.67809992827652,0.00286508416634695
"GO:0002449","lymphocyte mediated immunity","BP",234,2,22,0.985209687468639,0.000922115665974613
"GO:0002456","T cell mediated immunity","BP",116,1,11,0.953351337035762,0.0155593556763254
"GO:0002706","regulation of lymphocyte mediated immunity","BP",147,1,10,0.979516990457331,0.127626725716805
"GO:0002709","regulation of T cell mediated immunity","BP",84,0,8,1,0.0353055785514719
"GO:0007254","JNK cascade","BP",184,6,13,0.344826570072765,0.0730205808377115
"GO:0007259","cell surface receptor signaling pathway via JAK-STAT","BP",127,1,10,0.965159333704815,0.060977891595446
"GO:0009756","carbohydrate mediated signaling","BP",7,0,0,1,1
"GO:0009757","hexose mediated signaling","BP",7,0,0,1,1
"GO:0010182","sugar mediated signaling pathway","BP",7,0,0,1,1
"GO:0010232","vascular transport","BP",21,1,2,0.424883270049337,0.243994835419392
"GO:0010255","glucose mediated signaling pathway","BP",7,0,0,1,1
"GO:0010950","positive regulation of endopeptidase activity","BP",15,0,2,1,0.144766087697289
"GO:0010952","positive regulation of peptidase activity","BP",25,0,6,1,0.00069604844634946
"GO:0031341","regulation of cell killing","BP",85,4,9,0.179783434269266,0.0141676435605596
"GO:0032613","interleukin-10 production","BP",43,2,5,0.307859841839046,0.0429831789885221
"GO:0032653","regulation of interleukin-10 production","BP",40,2,5,0.278857166563666,0.0327645740092848
"GO:0032693","negative regulation of interleukin-10 production","BP",11,0,2,1,0.0852079234448402
"GO:0032731","positive regulation of interleukin-1 beta production","BP",48,3,4,0.128373250872348,0.16938991895375
"GO:0032732","positive regulation of interleukin-1 production","BP",56,3,4,0.177878509702263,0.244898529064796
"GO:0032735","positive regulation of interleukin-12 production","BP",32,1,2,0.569687996043738,0.42625285624048
"GO:0034113","heterotypic cell-cell adhesion","BP",48,2,6,0.355608505334282,0.0201156831570015
"GO:0034114","regulation of heterotypic cell-cell adhesion","BP",20,1,3,0.409522165633409,0.0587218511386405
"GO:0034116","positive regulation of heterotypic cell-cell adhesion","BP",11,0,2,1,0.0852079234448402
"GO:0035696","monocyte extravasation","BP",8,1,0,0.189940392096143,1
"GO:0035710","CD4-positive, alpha-beta T cell activation","BP",104,2,5,0.756782500276323,0.506352671713414
"GO:0038061","non-canonical NF-kappaB signal transduction","BP",107,4,6,0.302768351466329,0.352005303385673
"GO:0038066","p38MAPK cascade","BP",58,2,4,0.447018374345121,0.264857871567982
"GO:0042104","positive regulation of activated T cell proliferation","BP",20,0,0,1,1
"GO:0042116","macrophage activation","BP",92,2,14,0.694330288354084,6.05582728076175e-05
"GO:0043506","regulation of JUN kinase activity","BP",57,1,4,0.777593289529689,0.254838045158187
"GO:0043507","positive regulation of JUN kinase activity","BP",44,0,3,1,0.31854762934913
"GO:0045056","transcytosis","BP",20,1,1,0.409522165633409,0.60263057954431
"GO:0046006","regulation of activated T cell proliferation","BP",33,0,3,1,0.184767459205964
"GO:0046328","regulation of JNK cascade","BP",140,6,8,0.157669089134346,0.296805105279556
"GO:0046330","positive regulation of JNK cascade","BP",94,5,6,0.0979738173318859,0.24946276697078
"GO:0050764","regulation of phagocytosis","BP",88,4,7,0.195534229480055,0.101737032338973
"GO:0050766","positive regulation of phagocytosis","BP",58,2,5,0.447018374345121,0.119570388625948
"GO:0050918","positive chemotaxis","BP",51,6,3,0.00198766583372179,0.405479840105456
"GO:0050926","regulation of positive chemotaxis","BP",24,4,2,0.00315912443484313,0.294893988380202
"GO:0050927","positive regulation of positive chemotaxis","BP",22,4,2,0.00226562721104514,0.260964926801932
"GO:0050930","induction of positive chemotaxis","BP",14,2,1,0.0498655016010021,0.475807089819866
"GO:0051090","regulation of DNA-binding transcription factor activity","BP",307,7,12,0.689321275753841,0.734056561566256
"GO:0051091","positive regulation of DNA-binding transcription factor activity","BP",184,3,8,0.860653826780995,0.592104504387877
"GO:0051092","positive regulation of NF-kappaB transcription factor activity","BP",109,3,5,0.541396930849574,0.548333677251269
"GO:0051101","regulation of DNA binding","BP",90,1,4,0.907087155460125,0.582700601193354
"GO:0051336","regulation of hydrolase activity","BP",341,9,21,0.528480766313887,0.0919411599308059
"GO:0051345","positive regulation of hydrolase activity","BP",201,4,12,0.770366507043753,0.197005163295009
"GO:0052547","regulation of peptidase activity","BP",70,1,9,0.842270299412354,0.00405033322366828
"GO:0052548","regulation of endopeptidase activity","BP",49,1,5,0.725260024390822,0.0685779324970202
"GO:0060099","regulation of phagocytosis, engulfment","BP",16,1,2,0.343875009419497,0.160743990926163
"GO:0060100","positive regulation of phagocytosis, engulfment","BP",14,1,2,0.308370318097086,0.129150946087734
"GO:0071605","monocyte chemotactic protein-1 production","BP",22,2,2,0.110671898859852,0.260964926801932
"GO:0071637","regulation of monocyte chemotactic protein-1 production","BP",22,2,2,0.110671898859852,0.260964926801932
"GO:0071639","positive regulation of monocyte chemotactic protein-1 production","BP",14,1,1,0.308370318097086,0.475807089819866
"GO:0097028","dendritic cell differentiation","BP",37,1,3,0.622867880572892,0.232023443975263
"GO:0097050","type B pancreatic cell apoptotic process","BP",14,0,0,1,1
"GO:0097696","cell surface receptor signaling pathway via STAT","BP",138,1,11,0.973983867340342,0.047494715732809
"GO:0098814","spontaneous synaptic transmission","BP",14,0,2,1,0.129150946087734
"GO:0150003","regulation of spontaneous synaptic transmission","BP",7,0,1,1,0.275934832300627
"GO:0150104","transport across blood-brain barrier","BP",20,1,2,0.409522165633409,0.227071261148437
"GO:1900744","regulation of p38MAPK cascade","BP",40,2,3,0.278857166563666,0.268743759200564
"GO:1900745","positive regulation of p38MAPK cascade","BP",27,1,3,0.509030134303858,0.119975863253247
"GO:1901222","regulation of non-canonical NF-kappaB signal transduction","BP",85,4,5,0.179783434269266,0.33723291889569
"GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","BP",57,2,5,0.438189706040625,0.113199940827368
"GO:1902961","positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","BP",5,0,0,1,1
"GO:1904035","regulation of epithelial cell apoptotic process","BP",60,1,0,0.794543275876659,1
"GO:1904037","positive regulation of epithelial cell apoptotic process","BP",22,1,0,0.439845716296456,1
"GO:1904470","regulation of endothelin production","BP",4,0,0,1,1
"GO:1904472","positive regulation of endothelin production","BP",3,0,0,1,1
"GO:1905153","regulation of membrane invagination","BP",17,1,2,0.360939542052014,0.177020371611141
"GO:1905155","positive regulation of membrane invagination","BP",14,1,2,0.308370318097086,0.129150946087734
"GO:1905247","positive regulation of aspartic-type peptidase activity","BP",6,0,0,1,1
"GO:1990775","endothelin production","BP",5,0,0,1,1
"GO:2000353","positive regulation of endothelial cell apoptotic process","BP",19,0,0,1,1
"GO:2000379","positive regulation of reactive oxygen species metabolic process","BP",72,4,4,0.117357353648768,0.408805327681295
"GO:2000437","regulation of monocyte extravasation","BP",5,1,0,0.123345109180533,1
"GO:2000439","positive regulation of monocyte extravasation","BP",4,0,0,1,1
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","BP",68,1,5,0.833704375799915,0.19157345785572
"GO:2000674","regulation of type B pancreatic cell apoptotic process","BP",11,0,0,1,1
"GO:2000676","positive regulation of type B pancreatic cell apoptotic process","BP",5,0,0,1,1
"GO:2001198","regulation of dendritic cell differentiation","BP",7,0,2,1,0.0366296722143368
"GO:2001200","positive regulation of dendritic cell differentiation","BP",3,0,1,1,0.129211744250714
"GO:0001541","ovarian follicle development","BP",67,2,2,0.52275801854016,0.811197901423767
"GO:0002090","regulation of receptor internalization","BP",87,3,3,0.394512351473009,0.757618748390431
"GO:0002092","positive regulation of receptor internalization","BP",31,1,2,0.558186256659079,0.410448292924784
"GO:0003160","endocardium morphogenesis","BP",7,0,0,1,1
"GO:0006606","protein import into nucleus","BP",165,2,6,0.930842565315643,0.759223562791783
"GO:0006886","intracellular protein transport","BP",632,9,16,0.985156216431907,0.996865924149852
"GO:0007171","activation of transmembrane receptor protein tyrosine kinase activity","BP",4,0,0,1,1
"GO:0007492","endoderm development","BP",67,3,3,0.252477919312248,0.586901370709639
"GO:0014841","skeletal muscle satellite cell proliferation","BP",16,0,3,1,0.0329207650951728
"GO:0014842","regulation of skeletal muscle satellite cell proliferation","BP",10,0,0,1,1
"GO:0014856","skeletal muscle cell proliferation","BP",22,0,3,1,0.0742939215939818
"GO:0014857","regulation of skeletal muscle cell proliferation","BP",13,0,0,1,1
"GO:0018105","peptidyl-serine phosphorylation","BP",193,3,15,0.881383557883571,0.0284074654782118
"GO:0018209","peptidyl-serine modification","BP",202,4,16,0.773686902277847,0.0206449562671335
"GO:0030202","heparin proteoglycan metabolic process","BP",13,0,0,1,1
"GO:0030210","heparin proteoglycan biosynthetic process","BP",8,0,0,1,1
"GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","BP",33,4,2,0.010128565175317,0.441832559274966
"GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway","BP",12,1,1,0.270949346694301,0.425116882792849
"GO:0031398","positive regulation of protein ubiquitination","BP",113,0,5,1,0.580644287343208
"GO:0033135","regulation of peptidyl-serine phosphorylation","BP",99,2,7,0.7322206778226,0.158902904371602
"GO:0033138","positive regulation of peptidyl-serine phosphorylation","BP",69,2,6,0.538622135922915,0.0901850858225572
"GO:0033157","regulation of intracellular protein transport","BP",169,2,8,0.936581422937592,0.494894368910856
"GO:0035633","maintenance of blood-brain barrier","BP",22,0,5,1,0.00254586635810828
"GO:0035691","macrophage migration inhibitory factor signaling pathway","BP",3,0,1,1,0.129211744250714
"GO:0042306","regulation of protein import into nucleus","BP",75,1,5,0.86180826746686,0.249120327316947
"GO:0042308","negative regulation of protein import into nucleus","BP",17,0,0,1,1
"GO:0043117","positive regulation of vascular permeability","BP",18,0,4,1,0.00754963079812421
"GO:0046822","regulation of nucleocytoplasmic transport","BP",134,2,7,0.866744529173411,0.400106166163202
"GO:0046823","negative regulation of nucleocytoplasmic transport","BP",28,0,1,1,0.725384291050412
"GO:0048010","vascular endothelial growth factor receptor signaling pathway","BP",86,4,8,0.184985688196346,0.0397877474517893
"GO:0048014","Tie signaling pathway","BP",4,0,0,1,1
"GO:0048260","positive regulation of receptor-mediated endocytosis","BP",59,1,4,0.789041539794141,0.274948960919501
"GO:0050818","regulation of coagulation","BP",56,2,7,0.42928486168949,0.0124746843631432
"GO:0050820","positive regulation of coagulation","BP",23,1,1,0.454419825704328,0.654038010233473
"GO:0051170","import into nucleus","BP",172,2,6,0.940586576550962,0.792811075020018
"GO:0060979","vasculogenesis involved in coronary vascular morphogenesis","BP",12,0,0,1,1
"GO:0090317","negative regulation of intracellular protein transport","BP",35,1,2,0.602431720832126,0.472271524771275
"GO:1900181","negative regulation of protein localization to nucleus","BP",41,0,2,1,0.557246219537816
"GO:1901875","positive regulation of post-translational protein modification","BP",139,1,8,0.974665812725315,0.290185183008476
"GO:1903322","positive regulation of protein modification by small protein conjugation or removal","BP",138,0,8,1,0.283602710930635
"GO:1905603","regulation of blood-brain barrier permeability","BP",9,0,3,1,0.00624348361245541
"GO:1905605","positive regulation of blood-brain barrier permeability","BP",5,0,2,1,0.0185215569324353
"GO:2000446","regulation of macrophage migration inhibitory factor signaling pathway","BP",3,0,1,1,0.129211744250714
"GO:0050922","negative regulation of chemotaxis","BP",32,1,1,0.569687996043738,0.771724483954102
"GO:0050928","negative regulation of positive chemotaxis","BP",2,0,0,1,1
"GO:0007009","plasma membrane organization","BP",140,8,1,0.0298382060320211,0.998474916126994
"GO:0007528","neuromuscular junction development","BP",60,1,1,0.794543275876659,0.937481606950968
"GO:0008582","regulation of synaptic assembly at neuromuscular junction","BP",8,0,0,1,1
"GO:0010766","negative regulation of sodium ion transport","BP",14,0,0,1,1
"GO:0016601","Rac protein signal transduction","BP",56,0,2,1,0.72518748447735
"GO:0018342","protein prenylation","BP",11,0,0,1,1
"GO:0018344","protein geranylgeranylation","BP",7,0,0,1,1
"GO:0032780","negative regulation of ATP-dependent activity","BP",15,0,0,1,1
"GO:0035020","regulation of Rac protein signal transduction","BP",32,0,2,1,0.42625285624048
"GO:0035022","positive regulation of Rac protein signal transduction","BP",18,0,1,1,0.564188598178355
"GO:0036376","sodium ion export across plasma membrane","BP",16,0,0,1,1
"GO:0043087","regulation of GTPase activity","BP",198,5,9,0.588251336058551,0.53783448973216
"GO:0043113","receptor clustering","BP",68,2,1,0.530735664368043,0.95683640130108
"GO:0043462","regulation of ATP-dependent activity","BP",51,1,0,0.739394948194221,1
"GO:0043547","positive regulation of GTPase activity","BP",137,4,5,0.478224100373693,0.74511941243685
"GO:0045887","positive regulation of synaptic assembly at neuromuscular junction","BP",2,0,0,1,1
"GO:0046847","filopodium assembly","BP",72,1,5,0.850396018661827,0.223891676101839
"GO:0051124","synaptic assembly at neuromuscular junction","BP",12,0,0,1,1
"GO:0051489","regulation of filopodium assembly","BP",53,1,4,0.752804347983981,0.215654010873285
"GO:0051491","positive regulation of filopodium assembly","BP",34,0,0,1,1
"GO:0060025","regulation of synaptic activity","BP",5,0,0,1,1
"GO:0071340","skeletal muscle acetylcholine-gated channel clustering","BP",18,0,0,1,1
"GO:0086036","regulation of cardiac muscle cell membrane potential","BP",7,0,0,1,1
"GO:0097049","motor neuron apoptotic process","BP",23,0,2,1,0.277943025308196
"GO:0097354","prenylation","BP",11,0,0,1,1
"GO:1902305","regulation of sodium ion transmembrane transport","BP",48,2,3,0.355608505334282,0.368458139910886
"GO:1902306","negative regulation of sodium ion transmembrane transport","BP",9,0,0,1,1
"GO:1902667","regulation of axon guidance","BP",7,0,0,1,1
"GO:1903276","regulation of sodium ion export across plasma membrane","BP",10,0,0,1,1
"GO:1903277","negative regulation of sodium ion export across plasma membrane","BP",1,0,0,1,1
"GO:1903406","regulation of P-type sodium:potassium-exchanging transporter activity","BP",2,0,0,1,1
"GO:1903407","negative regulation of P-type sodium:potassium-exchanging transporter activity","BP",1,0,0,1,1
"GO:1903909","regulation of receptor clustering","BP",25,1,0,0.482442993297841,1
"GO:1903911","positive regulation of receptor clustering","BP",17,0,0,1,1
"GO:1904393","regulation of skeletal muscle acetylcholine-gated channel clustering","BP",13,0,0,1,1
"GO:1904395","positive regulation of skeletal muscle acetylcholine-gated channel clustering","BP",10,0,0,1,1
"GO:1904396","regulation of neuromuscular junction development","BP",10,0,0,1,1
"GO:1904398","positive regulation of neuromuscular junction development","BP",3,0,0,1,1
"GO:1905477","positive regulation of protein localization to membrane","BP",113,3,4,0.56588260123292,0.755277210433512
"GO:2000539","regulation of protein geranylgeranylation","BP",1,0,0,1,1
"GO:2000541","positive regulation of protein geranylgeranylation","BP",1,0,0,1,1
"GO:2000649","regulation of sodium ion transmembrane transporter activity","BP",35,1,2,0.602431720832126,0.472271524771275
"GO:2000650","negative regulation of sodium ion transmembrane transporter activity","BP",8,0,0,1,1
"GO:2000671","regulation of motor neuron apoptotic process","BP",17,0,1,1,0.543596786527566
"GO:2000673","positive regulation of motor neuron apoptotic process","BP",3,0,0,1,1
"GO:0006677","glycosylceramide metabolic process","BP",15,1,0,0.326355959943261,1
"GO:0009311","oligosaccharide metabolic process","BP",36,3,2,0.0661584282282962,0.487111546962164
"GO:0016137","glycoside metabolic process","BP",13,0,0,1,1
"GO:0016139","glycoside catabolic process","BP",6,0,0,1,1
"GO:0019377","glycolipid catabolic process","BP",15,0,1,1,0.499452875685765
"GO:0030149","sphingolipid catabolic process","BP",28,0,2,1,0.361829286060092
"GO:0031133","regulation of axon diameter","BP",3,0,1,1,0.129211744250714
"GO:0031987","locomotion involved in locomotory behavior","BP",13,0,0,1,1
"GO:0032536","regulation of cell projection size","BP",10,0,1,1,0.36953246936073
"GO:0032769","negative regulation of monooxygenase activity","BP",8,1,0,0.189940392096143,1
"GO:0034109","homotypic cell-cell adhesion","BP",82,4,8,0.164485720951533,0.0311777215423231
"GO:0046466","membrane lipid catabolic process","BP",31,0,2,1,0.410448292924784
"GO:0046477","glycosylceramide catabolic process","BP",7,0,0,1,1
"GO:0046479","glycosphingolipid catabolic process","BP",14,0,1,1,0.475807089819866
"GO:0046514","ceramide catabolic process","BP",19,0,1,1,0.583852613624516
"GO:0050999","regulation of nitric-oxide synthase activity","BP",18,1,1,0.377561321601147,0.564188598178355
"GO:0051001","negative regulation of nitric-oxide synthase activity","BP",6,1,0,0.146129179459175,1
"GO:0051354","negative regulation of oxidoreductase activity","BP",11,1,0,0.25148823199007,1
"GO:0070527","platelet aggregation","BP",54,1,5,0.759248661996953,0.0951141393167966
"GO:0090325","regulation of locomotion involved in locomotory behavior","BP",5,0,0,1,1
"GO:0001543","ovarian follicle rupture","BP",3,0,0,1,1
"GO:0001657","ureteric bud development","BP",89,1,8,0.90459420749205,0.0471965038285417
"GO:0001658","branching involved in ureteric bud morphogenesis","BP",48,0,3,1,0.368458139910886
"GO:0001823","mesonephros development","BP",91,1,8,0.909515118717122,0.0526045394076882
"GO:0001998","angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure","BP",3,0,0,1,1
"GO:0001999","renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure","BP",9,1,1,0.210997699397469,0.339759220087731
"GO:0002016","regulation of blood volume by renin-angiotensin","BP",6,1,0,0.146129179459175,1
