"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0150118","negative regulation of cell-substrate junction organization","BP",16,2,2,0.534338433429597,0.468923266938471
"GO:1903348","positive regulation of bicellular tight junction assembly","BP",9,1,3,0.646757761237612,0.0490253466455067
"GO:2000146","negative regulation of cell motility","BP",295,25,54,0.930892294035413,3.43673892721301e-06
"GO:2000810","regulation of bicellular tight junction assembly","BP",25,2,9,0.774357467849843,0.000360224186235469
"GO:0000255","allantoin metabolic process","BP",8,3,1,0.0477359358489669,0.55812749807161
"GO:0001783","B cell apoptotic process","BP",28,2,7,0.826118026091561,0.0152708336943422
"GO:0001821","histamine secretion","BP",12,0,3,1,0.103319862208911
"GO:0001824","blastocyst development","BP",134,13,22,0.714992061046692,0.00975381286879543
"GO:0001825","blastocyst formation","BP",51,1,12,0.997274600345416,0.00294224265550961
"GO:0001829","trophectodermal cell differentiation","BP",20,1,6,0.901066631448606,0.00970480760301102
"GO:0001890","placenta development","BP",168,14,37,0.889092443865176,1.49106877166228e-06
"GO:0001973","G protein-coupled adenosine receptor signaling pathway","BP",10,0,1,1,0.639760437771974
"GO:0002250","adaptive immune response","BP",334,45,40,0.0798370073840388,0.0951744012444329
"GO:0002313","mature B cell differentiation involved in immune response","BP",29,3,2,0.627377512573433,0.786964922423456
"GO:0002314","germinal center B cell differentiation","BP",7,0,0,1,1
"GO:0002335","mature B cell differentiation","BP",36,5,3,0.356367079789791,0.69231099734541
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",263,37,29,0.0638649379803878,0.260187141881828
"GO:0002467","germinal center formation","BP",15,0,2,1,0.435071553537667
"GO:0002634","regulation of germinal center formation","BP",9,0,1,1,0.601025000973261
"GO:0002636","positive regulation of germinal center formation","BP",4,0,1,1,0.335228591307958
"GO:0002686","negative regulation of leukocyte migration","BP",38,11,2,0.00186892430833474,0.895159465991951
"GO:0002819","regulation of adaptive immune response","BP",178,22,22,0.300433242264265,0.141470471866625
"GO:0002821","positive regulation of adaptive immune response","BP",118,15,12,0.305439587094437,0.477111462423207
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",165,22,19,0.188406019199242,0.248857348502304
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",111,15,10,0.227599096508135,0.645068730036823
"GO:0002901","mature B cell apoptotic process","BP",5,0,2,1,0.0771473599148401
"GO:0002902","regulation of B cell apoptotic process","BP",22,2,7,0.709605249050767,0.00367879489275829
"GO:0002903","negative regulation of B cell apoptotic process","BP",15,2,4,0.498885200160048,0.0505186293005425
"GO:0002905","regulation of mature B cell apoptotic process","BP",5,0,2,1,0.0771473599148401
"GO:0002906","negative regulation of mature B cell apoptotic process","BP",5,0,2,1,0.0771473599148401
"GO:0006144","purine nucleobase metabolic process","BP",19,3,1,0.344252574681156,0.856362235067356
"GO:0006152","purine nucleoside catabolic process","BP",10,3,0,0.0867710647443217,1
"GO:0006154","adenosine catabolic process","BP",5,1,0,0.43899952470626,1
"GO:0006157","deoxyadenosine catabolic process","BP",4,1,0,0.370236653747025,1
"GO:0006164","purine nucleotide biosynthetic process","BP",174,17,8,0.722278908778653,0.995917554750989
"GO:0006167","AMP biosynthetic process","BP",15,1,1,0.823544709035671,0.783840029326062
"GO:0006177","GMP biosynthetic process","BP",16,2,0,0.534338433429597,1
"GO:0006188","IMP biosynthetic process","BP",15,1,0,0.823544709035671,1
"GO:0006196","AMP catabolic process","BP",6,1,0,0.500258197295807,1
"GO:0006940","regulation of smooth muscle contraction","BP",57,13,12,0.00737505898754924,0.0076246698302386
"GO:0007589","body fluid secretion","BP",89,21,10,0.000480450374704657,0.361935359322964
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","BP",124,14,18,0.48920515181262,0.0538358892498222
"GO:0009112","nucleobase metabolic process","BP",32,4,3,0.468086914543647,0.612371254034416
"GO:0009113","purine nucleobase biosynthetic process","BP",8,0,0,1,1
"GO:0009116","nucleoside metabolic process","BP",45,10,3,0.0210647797984422,0.825618702637502
"GO:0009119","ribonucleoside metabolic process","BP",29,6,2,0.0892678790998508,0.786964922423456
"GO:0009120","deoxyribonucleoside metabolic process","BP",12,4,0,0.0341552891770813,1
"GO:0009123","nucleoside monophosphate metabolic process","BP",70,9,6,0.354241362159805,0.684923718505581
"GO:0009124","nucleoside monophosphate biosynthetic process","BP",46,5,2,0.573876966544574,0.945923167993976
"GO:0009125","nucleoside monophosphate catabolic process","BP",19,3,3,0.344252574681156,0.278579753661268
"GO:0009126","purine nucleoside monophosphate metabolic process","BP",39,6,4,0.248582091337518,0.531707217136301
"GO:0009127","purine nucleoside monophosphate biosynthetic process","BP",25,3,1,0.523844955165029,0.922210840015294
"GO:0009128","purine nucleoside monophosphate catabolic process","BP",12,3,1,0.135257845063911,0.706320315754555
"GO:0009143","nucleoside triphosphate catabolic process","BP",12,1,0,0.750328501396021,1
"GO:0009146","purine nucleoside triphosphate catabolic process","BP",5,0,0,1,1
"GO:0009151","purine deoxyribonucleotide metabolic process","BP",19,4,1,0.145845833944815,0.856362235067356
"GO:0009152","purine ribonucleotide biosynthetic process","BP",148,12,8,0.895363296167082,0.979592019568728
"GO:0009155","purine deoxyribonucleotide catabolic process","BP",12,3,1,0.135257845063911,0.706320315754555
"GO:0009156","ribonucleoside monophosphate biosynthetic process","BP",35,4,2,0.540593242352233,0.866558092758519
"GO:0009158","ribonucleoside monophosphate catabolic process","BP",16,3,2,0.250712567273206,0.468923266938471
"GO:0009159","deoxyribonucleoside monophosphate catabolic process","BP",15,3,3,0.220309550706664,0.172656099033139
"GO:0009161","ribonucleoside monophosphate metabolic process","BP",51,7,5,0.320145674774457,0.559326740048397
"GO:0009162","deoxyribonucleoside monophosphate metabolic process","BP",28,5,3,0.184351743250384,0.51958003339561
"GO:0009163","nucleoside biosynthetic process","BP",15,3,1,0.220309550706664,0.783840029326062
"GO:0009164","nucleoside catabolic process","BP",18,3,1,0.312925194564892,0.840907474488492
"GO:0009165","nucleotide biosynthetic process","BP",211,24,10,0.447598259038181,0.997480363045773
"GO:0009167","purine ribonucleoside monophosphate metabolic process","BP",36,5,4,0.356367079789791,0.467390001735632
"GO:0009168","purine ribonucleoside monophosphate biosynthetic process","BP",23,2,1,0.732756113034543,0.904563562559703
"GO:0009169","purine ribonucleoside monophosphate catabolic process","BP",11,3,1,0.109982206092204,0.674737386643682
"GO:0009170","purine deoxyribonucleoside monophosphate metabolic process","BP",12,4,1,0.0341552891770813,0.706320315754555
"GO:0009172","purine deoxyribonucleoside monophosphate catabolic process","BP",8,3,1,0.0477359358489669,0.55812749807161
"GO:0009200","deoxyribonucleoside triphosphate metabolic process","BP",13,0,0,1,1
"GO:0009204","deoxyribonucleoside triphosphate catabolic process","BP",5,0,0,1,1
"GO:0009215","purine deoxyribonucleoside triphosphate metabolic process","BP",11,0,0,1,1
"GO:0009217","purine deoxyribonucleoside triphosphate catabolic process","BP",4,0,0,1,1
"GO:0009260","ribonucleotide biosynthetic process","BP",163,15,10,0.794414106301261,0.960958508113476
"GO:0009262","deoxyribonucleotide metabolic process","BP",43,6,3,0.327025789814746,0.801166874770529
"GO:0009264","deoxyribonucleotide catabolic process","BP",22,3,3,0.436726588438556,0.361416546553077
"GO:0009394","2'-deoxyribonucleotide metabolic process","BP",41,6,3,0.2872312109949,0.773899459995328
"GO:0010460","positive regulation of heart rate","BP",24,3,5,0.495592221228877,0.0766397326228303
"GO:0014074","response to purine-containing compound","BP",137,22,19,0.0411955907111288,0.0707518132113739
"GO:0019692","deoxyribose phosphate metabolic process","BP",42,6,3,0.307016456654932,0.787896786072582
"GO:0032261","purine nucleotide salvage","BP",19,2,1,0.629993540288388,0.856362235067356
"GO:0032263","GMP salvage","BP",10,1,0,0.685340044597582,1
"GO:0032264","IMP salvage","BP",9,0,0,1,1
"GO:0032941","secretion by tissue","BP",44,8,7,0.100948235293067,0.129640973687327
"GO:0033081","regulation of T cell differentiation in thymus","BP",22,3,2,0.436726588438556,0.644018058887673
"GO:0033089","positive regulation of T cell differentiation in thymus","BP",7,1,1,0.554831189353037,0.510621047164045
"GO:0033197","response to vitamin E","BP",11,0,0,1,1
"GO:0033627","cell adhesion mediated by integrin","BP",81,14,18,0.0546496936005416,0.000630373349284415
"GO:0033628","regulation of cell adhesion mediated by integrin","BP",42,9,12,0.0346626361784807,0.000464628587452191
"GO:0033631","cell-cell adhesion mediated by integrin","BP",18,2,4,0.599915543908679,0.0899488847145172
"GO:0033632","regulation of cell-cell adhesion mediated by integrin","BP",10,2,2,0.299517210997886,0.252406069784849
"GO:0034404","nucleobase-containing small molecule biosynthetic process","BP",15,3,1,0.220309550706664,0.783840029326062
"GO:0034656","nucleobase-containing small molecule catabolic process","BP",22,4,1,0.213766029538033,0.894292134045276
"GO:0035588","G protein-coupled purinergic receptor signaling pathway","BP",10,0,1,1,0.639760437771974
"GO:0035590","purinergic nucleotide receptor signaling pathway","BP",21,2,2,0.68479809808602,0.618327012311801
"GO:0042278","purine nucleoside metabolic process","BP",30,8,1,0.0128863814049157,0.953347070097548
"GO:0042321","negative regulation of circadian sleep/wake cycle, sleep","BP",3,0,0,1,1
"GO:0042323","negative regulation of circadian sleep/wake cycle, non-REM sleep","BP",2,0,0,1,1
"GO:0042451","purine nucleoside biosynthetic process","BP",10,2,1,0.299517210997886,0.639760437771974
"GO:0042454","ribonucleoside catabolic process","BP",13,2,1,0.423026441001615,0.734838371082804
"GO:0042455","ribonucleoside biosynthetic process","BP",10,2,1,0.299517210997886,0.639760437771974
"GO:0042754","negative regulation of circadian rhythm","BP",11,0,1,1,0.674737386643682
"GO:0043094","metabolic compound salvage","BP",39,5,2,0.424088980406452,0.903349826374839
"GO:0043096","purine nucleobase salvage","BP",3,0,0,1,1
"GO:0043101","purine-containing compound salvage","BP",22,5,1,0.0840523213005949,0.894292134045276
"GO:0043103","hypoxanthine salvage","BP",2,0,0,1,1
"GO:0043173","nucleotide salvage","BP",28,2,2,0.826118026091561,0.770202501715636
"GO:0043605","amide catabolic process","BP",15,5,1,0.0181257651369213,0.783840029326062
"GO:0044209","AMP salvage","BP",8,0,1,1,0.55812749807161
"GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","BP",58,8,7,0.296633962757274,0.330770655600596
"GO:0045823","positive regulation of heart contraction","BP",33,6,7,0.144450039866788,0.0360679875301093
"GO:0045987","positive regulation of smooth muscle contraction","BP",26,4,9,0.314102125917157,0.000503852974952417
"GO:0046033","AMP metabolic process","BP",25,2,3,0.774357467849843,0.442681369121576
"GO:0046037","GMP metabolic process","BP",24,5,0,0.113456633494629,1
"GO:0046040","IMP metabolic process","BP",21,3,2,0.406322875861212,0.618327012311801
"GO:0046053","dAMP metabolic process","BP",7,2,0,0.172820244952425,1
"GO:0046059","dAMP catabolic process","BP",4,1,0,0.370236653747025,1
"GO:0046060","dATP metabolic process","BP",7,0,0,1,1
"GO:0046061","dATP catabolic process","BP",2,0,0,1,1
"GO:0046085","adenosine metabolic process","BP",11,2,0,0.341636100976926,1
"GO:0046090","deoxyadenosine metabolic process","BP",4,1,0,0.370236653747025,1
"GO:0046100","hypoxanthine metabolic process","BP",5,1,0,0.43899952470626,1
"GO:0046101","hypoxanthine biosynthetic process","BP",3,0,0,1,1
"GO:0046102","inosine metabolic process","BP",7,2,1,0.172820244952425,0.510621047164045
"GO:0046103","inosine biosynthetic process","BP",3,0,1,1,0.263778121698857
"GO:0046110","xanthine metabolic process","BP",3,1,0,0.293050922519059,1
"GO:0046111","xanthine biosynthetic process","BP",1,0,0,1,1
"GO:0046112","nucleobase biosynthetic process","BP",15,1,1,0.823544709035671,0.783840029326062
"GO:0046121","deoxyribonucleoside catabolic process","BP",7,2,0,0.172820244952425,1
"GO:0046122","purine deoxyribonucleoside metabolic process","BP",6,2,0,0.132706161758529,1
"GO:0046124","purine deoxyribonucleoside catabolic process","BP",5,2,0,0.0951851699100831,1
"GO:0046128","purine ribonucleoside metabolic process","BP",24,6,1,0.0402184865208144,0.913837529118279
"GO:0046129","purine ribonucleoside biosynthetic process","BP",10,2,1,0.299517210997886,0.639760437771974
"GO:0046130","purine ribonucleoside catabolic process","BP",8,2,0,0.214515014653577,1
"GO:0046386","deoxyribose phosphate catabolic process","BP",22,3,3,0.436726588438556,0.361416546553077
"GO:0046390","ribose phosphate biosynthetic process","BP",170,18,10,0.591540995251493,0.972903446930774
"GO:0046634","regulation of alpha-beta T cell activation","BP",96,7,7,0.910913045338569,0.834906608570804
"GO:0046635","positive regulation of alpha-beta T cell activation","BP",60,5,5,0.798371793813178,0.704088915489644
"GO:0046637","regulation of alpha-beta T cell differentiation","BP",64,3,6,0.976240700212914,0.597421268154172
"GO:0046638","positive regulation of alpha-beta T cell differentiation","BP",45,3,5,0.882602075893098,0.445978514369531
"GO:0048521","negative regulation of behavior","BP",15,1,1,0.823544709035671,0.783840029326062
"GO:0048537","mucosa-associated lymphoid tissue development","BP",11,3,1,0.109982206092204,0.674737386643682
"GO:0048541","Peyer's patch development","BP",11,3,1,0.109982206092204,0.674737386643682
"GO:0048566","embryonic digestive tract development","BP",24,1,3,0.93773442872637,0.41596283189769
"GO:0050850","positive regulation of calcium-mediated signaling","BP",46,6,5,0.38779630017895,0.465520727522655
"GO:0050854","regulation of antigen receptor-mediated signaling pathway","BP",51,4,17,0.822313652767837,3.26901538561193e-06
"GO:0050856","regulation of T cell receptor signaling pathway","BP",42,4,11,0.68717737723277,0.00174474126337359
"GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","BP",22,1,8,0.921512191881782,0.000710612476486997
"GO:0050862","positive regulation of T cell receptor signaling pathway","BP",16,1,4,0.842825127409409,0.062357769337881
"GO:0050878","regulation of body fluid levels","BP",278,47,43,0.00153545716966225,0.00143171594939103
"GO:0051608","histamine transport","BP",14,0,4,1,0.0400314329465394
"GO:0060167","regulation of adenosine receptor signaling pathway","BP",4,0,0,1,1
"GO:0060169","negative regulation of adenosine receptor signaling pathway","BP",1,0,0,1,1
"GO:0060405","regulation of penile erection","BP",8,1,2,0.603447785738674,0.178075890811091
"GO:0060407","negative regulation of penile erection","BP",1,0,0,1,1
"GO:0070227","lymphocyte apoptotic process","BP",84,11,15,0.307868493932508,0.0144775991855357
"GO:0070228","regulation of lymphocyte apoptotic process","BP",64,10,14,0.15560591167387,0.00284853435233503
"GO:0070229","negative regulation of lymphocyte apoptotic process","BP",38,6,5,0.229843746273395,0.306869225936151
"GO:0070231","T cell apoptotic process","BP",60,9,10,0.20353454005535,0.0617511117750954
"GO:0070232","regulation of T cell apoptotic process","BP",44,8,8,0.100948235293067,0.0586038658137237
"GO:0070233","negative regulation of T cell apoptotic process","BP",25,4,2,0.288405505697095,0.712878067589913
"GO:0070242","thymocyte apoptotic process","BP",23,3,4,0.466521177221121,0.1785918131371
"GO:0070243","regulation of thymocyte apoptotic process","BP",17,3,3,0.281668729289636,0.224379302689381
"GO:0070244","negative regulation of thymocyte apoptotic process","BP",10,1,1,0.685340044597582,0.639760437771974
"GO:0070254","mucus secretion","BP",20,2,5,0.658276648350324,0.0384975326202307
"GO:0070255","regulation of mucus secretion","BP",12,0,3,1,0.103319862208911
"GO:0070256","negative regulation of mucus secretion","BP",2,0,0,1,1
"GO:0071887","leukocyte apoptotic process","BP",116,14,20,0.38740399212483,0.00784743041474352
"GO:0072522","purine-containing compound biosynthetic process","BP",224,41,10,0.000619810320004965,0.998894510199911
"GO:0106380","purine ribonucleotide salvage","BP",16,1,1,0.842825127409409,0.804834480151901
"GO:0140928","inhibition of non-skeletal tissue mineralization","BP",10,0,1,1,0.639760437771974
"GO:1901293","nucleoside phosphate biosynthetic process","BP",282,56,13,6.2034072540037e-06,0.999531874182235
"GO:1901657","glycosyl compound metabolic process","BP",63,13,3,0.0170708593555449,0.951435347990899
"GO:1901658","glycosyl compound catabolic process","BP",24,5,1,0.113456633494629,0.913837529118279
"GO:1901659","glycosyl compound biosynthetic process","BP",20,3,1,0.375445567730954,0.870316562224305
"GO:1903524","positive regulation of blood circulation","BP",36,6,8,0.193850073183429,0.0198320702501765
"GO:2000106","regulation of leukocyte apoptotic process","BP",91,13,19,0.190093241480689,0.00101447774739847
"GO:2000107","negative regulation of leukocyte apoptotic process","BP",53,9,9,0.118583278034672,0.0671688376304082
"GO:2000242","negative regulation of reproductive process","BP",60,6,10,0.651503783456363,0.0617511117750954
"GO:0002274","myeloid leukocyte activation","BP",201,29,28,0.0717002212617034,0.0322735179879576
"GO:0002688","regulation of leukocyte chemotaxis","BP",96,16,17,0.0557624416628643,0.0104645363797192
"GO:0002690","positive regulation of leukocyte chemotaxis","BP",74,11,14,0.179849293433021,0.0109096782237815
"GO:0006509","membrane protein ectodomain proteolysis","BP",48,2,5,0.973363007792997,0.503924014947036
"GO:0006913","nucleocytoplasmic transport","BP",331,25,35,0.984613725785534,0.320482947998231
"GO:0006935","chemotaxis","BP",337,47,64,0.0466828761228756,1.10754845104772e-07
"GO:0007220","Notch receptor processing","BP",9,1,0,0.646757761237612,1
"GO:0010818","T cell chemotaxis","BP",16,2,2,0.534338433429597,0.468923266938471
"GO:0010819","regulation of T cell chemotaxis","BP",10,2,0,0.299517210997886,1
"GO:0010820","positive regulation of T cell chemotaxis","BP",9,2,0,0.256967981747173,1
"GO:0030595","leukocyte chemotaxis","BP",168,28,32,0.0149526160081957,0.000150623650141923
"GO:0031503","protein-containing complex localization","BP",243,23,32,0.79587954852156,0.0462538316494956
"GO:0032103","positive regulation of response to external stimulus","BP",522,69,73,0.0528582534351082,0.000871565707767802
"GO:0033619","membrane protein proteolysis","BP",61,4,7,0.911892573603952,0.379795717767944
"GO:0034612","response to tumor necrosis factor","BP",192,26,30,0.145575044476328,0.00601743050248456
"GO:0038004","epidermal growth factor receptor ligand maturation","BP",1,0,0,1,1
"GO:0042117","monocyte activation","BP",8,0,1,1,0.55812749807161
"GO:0042330","taxis","BP",338,47,64,0.0486959967291491,1.23994906349611e-07
"GO:0043583","ear development","BP",208,21,36,0.681421262147648,0.000432181253478675
"GO:0046931","pore complex assembly","BP",21,0,3,1,0.333808583433882
"GO:0048247","lymphocyte chemotaxis","BP",31,6,8,0.11519165352304,0.00797039702453246
"GO:0048839","inner ear development","BP",182,21,29,0.428178307121645,0.00518554953097917
"GO:0050920","regulation of chemotaxis","BP",165,20,30,0.344241242765387,0.000544565329094592
"GO:0050921","positive regulation of chemotaxis","BP",117,14,25,0.400120459248259,0.000120240143013714
"GO:0051089","constitutive protein ectodomain proteolysis","BP",1,0,0,1,1
"GO:0051169","nuclear transport","BP",331,25,35,0.984613725785534,0.320482947998231
"GO:0060326","cell chemotaxis","BP",233,33,49,0.0711384107723032,1.44473458156848e-07
"GO:0060996","dendritic spine development","BP",133,7,20,0.992658457020756,0.0318064757627116
"GO:0060997","dendritic spine morphogenesis","BP",75,4,14,0.97003017159335,0.0122502409170298
"GO:0061001","regulation of dendritic spine morphogenesis","BP",60,3,10,0.966263742031035,0.0617511117750954
"GO:0062237","protein localization to postsynapse","BP",64,6,8,0.712805930570147,0.279134382922034
"GO:0090102","cochlea development","BP",48,4,6,0.783766807737857,0.320794609911287
"GO:0097120","receptor localization to synapse","BP",89,6,11,0.933224265445263,0.243174875421026
"GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane","BP",24,2,2,0.754316466835058,0.691262331712446
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","BP",140,20,16,0.127098055040179,0.282409809375757
"GO:0099633","protein localization to postsynaptic specialization membrane","BP",42,5,4,0.490362973931041,0.591934220991028
"GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","BP",42,5,4,0.490362973931041,0.591934220991028
"GO:0140131","positive regulation of lymphocyte chemotaxis","BP",13,3,2,0.162280963528059,0.364103651815572
"GO:0140246","protein catabolic process at synapse","BP",6,0,0,1,1
"GO:0140249","protein catabolic process at postsynapse","BP",4,0,0,1,1
"GO:1901623","regulation of lymphocyte chemotaxis","BP",16,4,3,0.0885631455849836,0.198109559732045
"GO:1902473","regulation of protein localization to synapse","BP",33,2,3,0.889048030377814,0.63359506712412
"GO:1902683","regulation of receptor localization to synapse","BP",37,2,3,0.923394411707311,0.710230655127391
"GO:1903539","protein localization to postsynaptic membrane","BP",63,6,8,0.698208199505967,0.264795506790712
"GO:0007635","chemosensory behavior","BP",16,4,3,0.0885631455849836,0.198109559732045
"GO:0048265","response to pain","BP",33,4,3,0.492770487410251,0.63359506712412
"GO:0048266","behavioral response to pain","BP",20,2,2,0.658276648350324,0.591230019085332
"GO:0061366","behavioral response to chemical pain","BP",2,0,0,1,1
"GO:0061367","behavioral response to acetic acid induced pain","BP",1,0,0,1,1
"GO:0061368","behavioral response to formalin induced pain","BP",2,0,0,1,1
"GO:0002347","response to tumor cell","BP",35,5,9,0.333795273316686,0.00512211628097557
"GO:0002418","immune response to tumor cell","BP",21,3,7,0.406322875861212,0.00273437321485378
"GO:0030574","collagen catabolic process","BP",30,5,2,0.224633821216506,0.802640524082258
"GO:0032091","negative regulation of protein binding","BP",76,4,11,0.972348745743986,0.115524896386676
"GO:0042246","tissue regeneration","BP",68,5,11,0.87733141710853,0.0619407386695642
"GO:0051100","negative regulation of binding","BP",125,6,17,0.995145626646891,0.0963733259830294
"GO:1900120","regulation of receptor binding","BP",18,1,2,0.87529904850394,0.532812096657598
"GO:1900121","negative regulation of receptor binding","BP",10,0,1,1,0.639760437771974
"GO:1904627","response to phorbol 13-acetate 12-myristate","BP",10,1,3,0.685340044597582,0.0651130951526078
"GO:1904628","cellular response to phorbol 13-acetate 12-myristate","BP",10,1,3,0.685340044597582,0.0651130951526078
"GO:1990910","response to hypobaric hypoxia","BP",2,0,0,1,1
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","BP",43,8,4,0.0908326020562145,0.610962270099952
"GO:0001959","regulation of cytokine-mediated signaling pathway","BP",138,22,16,0.0441543071461207,0.263253194273145
"GO:0001961","positive regulation of cytokine-mediated signaling pathway","BP",52,7,9,0.338492244750274,0.0607537035436505
"GO:0002532","production of molecular mediator involved in inflammatory response","BP",81,14,5,0.0546496936005416,0.904353298167072
"GO:0007176","regulation of epidermal growth factor-activated receptor activity","BP",17,0,4,1,0.0755174259311424
"GO:0007411","axon guidance","BP",195,16,31,0.913929550776084,0.00408691833953566
"GO:0010469","regulation of signaling receptor activity","BP",79,8,13,0.642719464936726,0.0399658314675958
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","BP",43,6,7,0.327025789814746,0.118339615616527
"GO:0010977","negative regulation of neuron projection development","BP",144,9,19,0.980444389232534,0.103488308976485
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","BP",139,11,25,0.904038470640553,0.00177485837121773
"GO:0019221","cytokine-mediated signaling pathway","BP",410,61,61,0.00744462556315661,0.000475029100369547
"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","BP",93,7,16,0.893684539288058,0.0165965431476099
"GO:0031102","neuron projection regeneration","BP",66,8,15,0.433420486804857,0.0013644016040519
"GO:0031103","axon regeneration","BP",54,8,11,0.232329968274757,0.0133029873320787
"GO:0031345","negative regulation of cell projection organization","BP",198,13,31,0.986642748297002,0.00514115652044352
"GO:0032602","chemokine production","BP",92,16,8,0.0399622506510829,0.679915050789829
"GO:0032642","regulation of chemokine production","BP",85,15,7,0.0408521356034242,0.729780277140891
"GO:0032722","positive regulation of chemokine production","BP",61,13,4,0.0131320468859924,0.855501962865341
"GO:0032760","positive regulation of tumor necrosis factor production","BP",94,18,11,0.0122825271712231,0.302447182712758
"GO:0033023","mast cell homeostasis","BP",5,0,2,1,0.0771473599148401
"GO:0033024","mast cell apoptotic process","BP",4,0,1,1,0.335228591307958
"GO:0033025","regulation of mast cell apoptotic process","BP",4,0,1,1,0.335228591307958
"GO:0033028","myeloid cell apoptotic process","BP",34,4,8,0.516959188748171,0.0141419899780572
"GO:0033032","regulation of myeloid cell apoptotic process","BP",28,4,6,0.365920029656435,0.0484920712707944
"GO:0033209","tumor necrosis factor-mediated signaling pathway","BP",86,9,16,0.604853585994937,0.00799193118781183
"GO:0042058","regulation of epidermal growth factor receptor signaling pathway","BP",60,5,18,0.798371793813178,9.14990959526432e-06
"GO:0045737","positive regulation of cyclin-dependent protein serine/threonine kinase activity","BP",15,3,1,0.220309550706664,0.783840029326062
"GO:0045741","positive regulation of epidermal growth factor-activated receptor activity","BP",3,0,0,1,1
"GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","BP",22,3,5,0.436726588438556,0.0556903235974599
"GO:0048678","response to axon injury","BP",83,10,16,0.420848166687349,0.00563023622236928
"GO:0048679","regulation of axon regeneration","BP",32,4,6,0.468086914543647,0.0840890906912268
"GO:0060759","regulation of response to cytokine stimulus","BP",148,22,17,0.0826044652175059,0.26744935976868
"GO:0060760","positive regulation of response to cytokine stimulus","BP",58,7,9,0.449793384829009,0.105402266123361
"GO:0070570","regulation of neuron projection regeneration","BP",39,4,9,0.628680456099688,0.0108131814782734
"GO:0071356","cellular response to tumor necrosis factor","BP",170,23,28,0.164070226004621,0.0037236829587639
"GO:0071679","commissural neuron axon guidance","BP",13,1,1,0.777603673095555,0.734838371082804
"GO:0071902","positive regulation of protein serine/threonine kinase activity","BP",141,21,29,0.0869131376195068,7.43021322856438e-05
"GO:0090068","positive regulation of cell cycle process","BP",244,36,29,0.0374001503863803,0.146841096155146
"GO:0097485","neuron projection guidance","BP",196,16,31,0.917602591441389,0.00441588901697291
"GO:0101023","vascular endothelial cell proliferation","BP",29,2,3,0.840839545611423,0.543909822160066
"GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","BP",48,4,3,0.783766807737857,0.857446712692087
"GO:1901184","regulation of ERBB signaling pathway","BP",66,6,20,0.740522820429445,2.47930243221927e-06
"GO:1901186","positive regulation of ERBB signaling pathway","BP",24,3,7,0.495592221228877,0.00628524600932271
"GO:1901989","positive regulation of cell cycle phase transition","BP",114,15,11,0.259946952189152,0.554366064324594
"GO:1901992","positive regulation of mitotic cell cycle phase transition","BP",95,12,8,0.341213519621945,0.714405974934314
"GO:1902808","positive regulation of cell cycle G1/S phase transition","BP",61,5,4,0.810052261062455,0.855501962865341
"GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","BP",10,0,2,1,0.252406069784849
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","BP",95,18,11,0.0136532497583961,0.314744549606972
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","BP",140,11,25,0.908695966667625,0.00196623257990951
"GO:1904031","positive regulation of cyclin-dependent protein kinase activity","BP",17,3,1,0.281668729289636,0.823791064608998
"GO:1905562","regulation of vascular endothelial cell proliferation","BP",27,2,3,0.810181565624278,0.494560892411052
"GO:1905564","positive regulation of vascular endothelial cell proliferation","BP",20,2,3,0.658276648350324,0.306147668921324
"GO:2000273","positive regulation of signaling receptor activity","BP",22,2,1,0.709605249050767,0.894292134045276
"GO:2001222","regulation of neuron migration","BP",53,4,11,0.844718040064573,0.0115803496873705
"GO:0044331","cell-cell adhesion mediated by cadherin","BP",38,4,6,0.607696715002946,0.157989517154565
"GO:2000047","regulation of cell-cell adhesion mediated by cadherin","BP",18,1,3,0.87529904850394,0.251265386284354
"GO:2000049","positive regulation of cell-cell adhesion mediated by cadherin","BP",8,1,3,0.603447785738674,0.035170142879798
"GO:0007422","peripheral nervous system development","BP",74,5,14,0.917716982915967,0.0109096782237815
"GO:0014037","Schwann cell differentiation","BP",53,3,9,0.93872994375856,0.0671688376304082
"GO:0014044","Schwann cell development","BP",46,2,6,0.967611255705113,0.28573236651392
