"","Pathway","N","Up","Down","P.Up","P.Down"
"mmu05321","Inflammatory bowel disease",47,6,2,0.0252345979059682,0.632813334130584
"mmu05322","Systemic lupus erythematosus",67,3,2,0.63745843603935,0.811831438771659
"mmu05323","Rheumatoid arthritis",69,9,7,0.00592764452846132,0.0355462489253487
"mmu05330","Allograft rejection",33,1,0,0.806578511398941,1
"mmu05332","Graft-versus-host disease",34,3,0,0.227031283688951,1
"mmu05340","Primary immunodeficiency",22,0,0,1,1
"mmu05410","Hypertrophic cardiomyopathy",81,12,5,0.00050616304504854,0.302466765975845
"mmu05412","Arrhythmogenic right ventricular cardiomyopathy",70,9,3,0.00651748759270814,0.617749400768483
"mmu05414","Dilated cardiomyopathy",83,13,6,0.000169657905292074,0.17176042570723
"mmu05415","Diabetic cardiomyopathy",189,14,8,0.0763252966793184,0.624029783157107
"mmu05416","Viral myocarditis",66,6,0,0.100054655242272,1
"mmu05417","Lipid and atherosclerosis",172,9,14,0.456861059571235,0.0239883065441248
"mmu05418","Fluid shear stress and atherosclerosis",127,12,9,0.0205198930506211,0.120526601016798
