"","Pathway","N","Up","Down","P.Up","P.Down"
"mmu05213","Endometrial cancer",56,8,12,0.675012835039187,0.401627844889221
"mmu05214","Glioma",71,8,18,0.890079191133271,0.132038194408237
"mmu05215","Prostate cancer",96,15,30,0.558012504897283,0.00371059910666185
"mmu05216","Thyroid cancer",34,6,6,0.451946305430481,0.669393194836931
"mmu05217","Basal cell carcinoma",52,4,21,0.97315643709348,0.000383465664847873
"mmu05218","Melanoma",62,8,17,0.781857741304378,0.0788677947932701
"mmu05219","Bladder cancer",39,2,13,0.989740275454573,0.028046336601224
"mmu05220","Chronic myeloid leukemia",75,8,13,0.921297054859011,0.71867124800039
"mmu05221","Acute myeloid leukemia",61,11,13,0.36408753593441,0.401857822294041
"mmu05222","Small cell lung cancer",89,13,22,0.662127658207863,0.128433618076371
"mmu05223","Non-small cell lung cancer",71,10,19,0.700194079018696,0.0810521193099233
"mmu05224","Breast cancer",124,11,41,0.99145272830179,0.000210727425154546
"mmu05225","Hepatocellular carcinoma",152,13,41,0.996997794412026,0.0138958246328225
"mmu05226","Gastric cancer",123,10,39,0.995938862650387,0.000757657926211344
"mmu05230","Central carbon metabolism in cancer",59,17,17,0.00796812216813183,0.0524660321009369
"mmu05231","Choline metabolism in cancer",92,15,28,0.487009127201868,0.00737461761425826
"mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",77,15,16,0.224423796827247,0.423797924912556
"mmu05310","Asthma",13,0,3,1,0.475877693280577
"mmu05320","Autoimmune thyroid disease",34,10,4,0.0325708463619493,0.918294143478115
"mmu05321","Inflammatory bowel disease",47,9,10,0.317656149263783,0.428937584646484
"mmu05322","Systemic lupus erythematosus",67,15,11,0.0964914409015912,0.776111027954193
"mmu05323","Rheumatoid arthritis",69,23,12,0.000233910169452297,0.709696987817938
"mmu05330","Allograft rejection",33,9,4,0.0643158956337624,0.90631763259081
"mmu05332","Graft-versus-host disease",34,9,4,0.0757441133716151,0.918294143478115
"mmu05340","Primary immunodeficiency",22,6,2,0.120062958867004,0.945290134499624
"mmu05410","Hypertrophic cardiomyopathy",81,7,24,0.979390086767545,0.0174750617331671
"mmu05412","Arrhythmogenic right ventricular cardiomyopathy",70,8,24,0.880823614227899,0.00235973888131751
"mmu05414","Dilated cardiomyopathy",83,7,24,0.983240592517792,0.023432346448935
"mmu05415","Diabetic cardiomyopathy",189,78,17,2.73990082099096e-17,0.99997578641616
"mmu05416","Viral myocarditis",66,14,13,0.147442692145511,0.524583784807019
"mmu05417","Lipid and atherosclerosis",172,30,38,0.301391410632333,0.208860523949564
"mmu05418","Fluid shear stress and atherosclerosis",127,11,33,0.99357730914162,0.0415948678063424
