"NGenes","Direction","PValue","FDR","Contrast"
22,"Up",0.745074382042732,0.906432002568641,"B.LvsP.PID_IL5_PATHWAY"
38,"Down",0.745196400573577,0.906432002568641,"B.LvsP.RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP"
13,"Down",0.745531263664776,0.906432002568641,"B.LvsP.MIKKELSEN_NPC_WITH_LCP_H3K27ME3"
25,"Down",0.745606284249416,0.906432002568641,"B.LvsP.MCGOWAN_RSP6_TARGETS_UP"
7,"Down",0.745688834327997,0.906432002568641,"B.LvsP.REACTOME_VLDL_CLEARANCE"
84,"Down",0.745769430219705,0.906432002568641,"B.LvsP.GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN"
17,"Down",0.746093500293445,0.906626585301639,"B.LvsP.REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4"
61,"Up",0.746347358680342,0.906735782496949,"B.LvsP.FRIDMAN_IMMORTALIZATION_DN"
25,"Down",0.74658807053582,0.906828963530876,"B.LvsP.YIH_RESPONSE_TO_ARSENITE_C4"
37,"Down",0.74698072458388,0.907087922320391,"B.LvsP.STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP"
104,"Down",0.747143050763155,0.907087922320391,"B.LvsP.REACTOME_SIGNALING_BY_MET"
11,"Down",0.747293450202457,0.907087922320391,"B.LvsP.KEGG_FOLATE_BIOSYNTHESIS"
341,"Down",0.747741289946118,0.907432307311696,"B.LvsP.LEE_LIVER_CANCER_SURVIVAL_UP"
1013,"Down",0.747949313736965,0.907485572888234,"B.LvsP.MARTINEZ_RB1_TARGETS_DN"
141,"Down",0.748258804999467,0.907661898385707,"B.LvsP.YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0"
101,"Down",0.749023903346243,0.908275548063013,"B.LvsP.TCGA_GLIOBLASTOMA_COPY_NUMBER_UP"
90,"Up",0.749339714730313,0.908275548063013,"B.LvsP.REACTOME_CIRCADIAN_CLOCK"
145,"Up",0.74943809804837,0.908275548063013,"B.LvsP.ELVIDGE_HIF1A_TARGETS_DN"
197,"Up",0.749693773061239,0.908275548063013,"B.LvsP.LIU_SOX4_TARGETS_UP"
31,"Down",0.749909800326665,0.908275548063013,"B.LvsP.ALONSO_METASTASIS_NEURAL_UP"
10,"Down",0.75021794850465,0.908275548063013,"B.LvsP.REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING"
128,"Down",0.750220176613921,0.908275548063013,"B.LvsP.REACTOME_HEDGEHOG_OFF_STATE"
27,"Up",0.750234878586661,0.908275548063013,"B.LvsP.ABDELMOHSEN_ELAVL4_TARGETS"
15,"Down",0.750243159342337,0.908275548063013,"B.LvsP.CLAUS_PGR_POSITIVE_MENINGIOMA_DN"
8,"Down",0.750497355444841,0.908343515908548,"B.LvsP.SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN"
39,"Down",0.750667954912378,0.908343515908548,"B.LvsP.CHEOK_RESPONSE_TO_HD_MTX_DN"
198,"Down",0.750792162724194,0.908343515908548,"B.LvsP.REACTOME_FCGR_ACTIVATION"
38,"Up",0.750959729402627,0.908347482797445,"B.LvsP.CAFFAREL_RESPONSE_TO_THC_8HR_3_DN"
21,"Down",0.751359999565702,0.908632860367185,"B.LvsP.GEISS_RESPONSE_TO_DSRNA_DN"
123,"Up",0.751907355464824,0.9090508839092,"B.LvsP.REACTOME_PEPTIDE_HORMONE_METABOLISM"
17,"Up",0.752129092058297,0.9090508839092,"B.LvsP.FIGUEROA_AML_METHYLATION_CLUSTER_5_UP"
27,"Up",0.752198913706744,0.9090508839092,"B.LvsP.MOREIRA_RESPONSE_TO_TSA_DN"
35,"Up",0.752830510248079,0.909260568403658,"B.LvsP.BIOCARTA_GSK3_PATHWAY"
50,"Down",0.75286408236276,0.909260568403658,"B.LvsP.VERRECCHIA_RESPONSE_TO_TGFB1_C4"
60,"Up",0.752865777202377,0.909260568403658,"B.LvsP.REACTOME_AGGREPHAGY"
23,"Down",0.753321795519248,0.90961262446515,"B.LvsP.FREDERICK_PRKCI_TARGETS"
46,"Down",0.753751873912296,0.909781964931025,"B.LvsP.PID_ANTHRAX_PATHWAY"
57,"Down",0.754279063039064,0.909781964931025,"B.LvsP.PID_ATM_PATHWAY"
47,"Down",0.75436782725934,0.909781964931025,"B.LvsP.KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_WS"
35,"Up",0.754490237806139,0.909781964931025,"B.LvsP.PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN"
81,"Down",0.754568964879165,0.909781964931025,"B.LvsP.RASHI_RESPONSE_TO_IONIZING_RADIATION_1"
22,"Down",0.75476216164991,0.909781964931025,"B.LvsP.GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN"
310,"Down",0.754787656963603,0.909781964931025,"B.LvsP.CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN"
10,"Down",0.754905067271323,0.909781964931025,"B.LvsP.REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL"
20,"Up",0.755009638116901,0.909781964931025,"B.LvsP.REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS"
7,"Down",0.755107512582469,0.909781964931025,"B.LvsP.BAKER_HEMATOPOESIS_STAT5_TARGETS"
120,"Up",0.755396487674636,0.909931847571473,"B.LvsP.PID_BETA_CATENIN_NUC_PATHWAY"
26,"Up",0.755749276575207,0.910061930977395,"B.LvsP.PID_BETA_CATENIN_DEG_PATHWAY"
115,"Up",0.755927279886708,0.910061930977395,"B.LvsP.REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX"
114,"Up",0.755998272559084,0.910061930977395,"B.LvsP.GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN"
113,"Up",0.756462157597941,0.910422130900961,"B.LvsP.FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP"
61,"Up",0.756647881999649,0.910447473248326,"B.LvsP.REACTOME_KINESINS"
41,"Up",0.757397210618033,0.911065964054496,"B.LvsP.VALK_AML_CLUSTER_16"
20,"Up",0.757595105919808,0.911065964054496,"B.LvsP.SA_PTEN_PATHWAY"
368,"Down",0.75765623127556,0.911065964054496,"B.LvsP.KYNG_DNA_DAMAGE_UP"
28,"Up",0.758034957913852,0.911103610371006,"B.LvsP.MARCINIAK_ER_STRESS_RESPONSE_VIA_CHOP"
353,"Down",0.758130194705856,0.911103610371006,"B.LvsP.REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
25,"Down",0.758181897507144,0.911103610371006,"B.LvsP.BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN"
54,"Up",0.758714179277328,0.911459357279271,"B.LvsP.REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION"
449,"Down",0.758919795087577,0.911459357279271,"B.LvsP.CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4"
52,"Up",0.758972487052589,0.911459357279271,"B.LvsP.VALK_AML_CLUSTER_2"
69,"Down",0.759241010345577,0.911462899878456,"B.LvsP.WAGSCHAL_EHMT2_TARGETS_UP"
104,"Up",0.759541317115639,0.911462899878456,"B.LvsP.STEIN_ESR1_TARGETS"
11,"Down",0.759555596868057,0.911462899878456,"B.LvsP.REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS"
30,"Up",0.759634842221003,0.911462899878456,"B.LvsP.LUI_THYROID_CANCER_CLUSTER_5"
16,"Up",0.760140087081275,0.911835055446592,"B.LvsP.HOEGERKORP_CD44_TARGETS_TEMPORAL_UP"
85,"Up",0.760274842757966,0.911835055446592,"B.LvsP.ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_DN"
89,"Down",0.760643186485071,0.912078980281057,"B.LvsP.VANHARANTA_UTERINE_FIBROID_UP"
11,"Down",0.760821337571843,0.912094790857485,"B.LvsP.DING_LUNG_CANCER_MUTATED_RECURRENTLY"
316,"Down",0.761341371934998,0.91252036536497,"B.LvsP.MOHANKUMAR_HOXA1_TARGETS_DN"
495,"Down",0.76154739252614,0.912569469717605,"B.LvsP.NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON"
178,"Down",0.76248227540997,0.913491766141218,"B.LvsP.LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN"
45,"Down",0.762726174353653,0.913586009099079,"B.LvsP.REACTOME_GABA_B_RECEPTOR_ACTIVATION"
15,"Up",0.762911717699683,0.913610328603324,"B.LvsP.KOMMAGANI_TP63_GAMMA_TARGETS"
23,"Down",0.763331085730652,0.913643594277708,"B.LvsP.REACTOME_CTLA4_INHIBITORY_SIGNALING"
19,"Up",0.763384312848713,0.913643594277708,"B.LvsP.REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND"
58,"Down",0.763479774852945,0.913643594277708,"B.LvsP.REACTOME_RECYCLING_PATHWAY_OF_L1"
217,"Up",0.763600479138595,0.913643594277708,"B.LvsP.MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP"
22,"Up",0.764007339108918,0.913768465848403,"B.LvsP.REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY"
756,"Up",0.76412166613566,0.913768465848403,"B.LvsP.ZHENG_BOUND_BY_FOXP3"
29,"Up",0.76444336380611,0.913768465848403,"B.LvsP.AMIT_EGF_RESPONSE_20_MCF10A"
18,"Up",0.764494585455725,0.913768465848403,"B.LvsP.NOUSHMEHR_GBM_GERMLINE_MUTATED"
212,"Down",0.764531185207942,0.913768465848403,"B.LvsP.REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"
7,"Up",0.765081928282699,0.914062123688454,"B.LvsP.REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS"
18,"Down",0.765209660504107,0.914062123688454,"B.LvsP.REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS"
50,"Down",0.765272846907913,0.914062123688454,"B.LvsP.MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN"
37,"Up",0.765620367568402,0.914198857755157,"B.LvsP.REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES"
13,"Up",0.765864849218589,0.914198857755157,"B.LvsP.REACTOME_MINERALOCORTICOID_BIOSYNTHESIS"
516,"Down",0.765883362112839,0.914198857755157,"B.LvsP.ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN"
36,"Up",0.766053610361256,0.914204707897126,"B.LvsP.REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION"
16,"Down",0.767350343336247,0.91555460688522,"B.LvsP.REACTOME_GLUCOCORTICOID_BIOSYNTHESIS"
10,"Up",0.768604105890556,0.916630429551796,"B.LvsP.HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER"
142,"Up",0.768829657246374,0.916630429551796,"B.LvsP.REACTOME_VISUAL_PHOTOTRANSDUCTION"
6,"Down",0.769015972609177,0.916630429551796,"B.LvsP.REACTOME_ACYL_CHAIN_REMODELING_OF_CL"
126,"Down",0.769074728399936,0.916630429551796,"B.LvsP.LEE_LIVER_CANCER_ACOX1_DN"
38,"Down",0.769226809579051,0.916630429551796,"B.LvsP.REACTOME_INFLAMMASOMES"
19,"Down",0.769398828145022,0.916630429551796,"B.LvsP.KINNEY_DNMT1_METHYLATION_TARGETS"
39,"Down",0.769498353601386,0.916630429551796,"B.LvsP.REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING"
76,"Down",0.76970024914088,0.916630429551796,"B.LvsP.REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME"
120,"Down",0.769744091953154,0.916630429551796,"B.LvsP.HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_DN"
27,"Up",0.770072724987365,0.916824310175526,"B.LvsP.REACTOME_HYALURONAN_METABOLISM"
41,"Down",0.77084917941259,0.917327201278036,"B.LvsP.ZHANG_RESPONSE_TO_CANTHARIDIN_UP"
241,"Up",0.77098593946875,0.917327201278036,"B.LvsP.KIM_WT1_TARGETS_12HR_UP"
13,"Up",0.770992856635745,0.917327201278036,"B.LvsP.ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_UP"
1381,"Down",0.771646264619364,0.917907099199756,"B.LvsP.BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS"
64,"Down",0.771823553386584,0.917920504769718,"B.LvsP.PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6"
99,"Down",0.772160008413639,0.918123158391185,"B.LvsP.REACTOME_ECM_PROTEOGLYCANS"
127,"Down",0.773441337855721,0.919448969469852,"B.LvsP.REACTOME_HCMV_LATE_EVENTS"
101,"Up",0.7741205021611,0.920058524602047,"B.LvsP.XU_GH1_EXOGENOUS_TARGETS_UP"
16,"Down",0.774503894497838,0.920303245302492,"B.LvsP.HASINA_NOL7_TARGETS_UP"
47,"Up",0.774710303442599,0.920303245302492,"B.LvsP.BIOCARTA_PDGF_PATHWAY"
230,"Down",0.774980048112489,0.920303245302492,"B.LvsP.KEGG_CHEMOKINE_SIGNALING_PATHWAY"
50,"Up",0.774993296333523,0.920303245302492,"B.LvsP.REACTOME_LYSOSOME_VESICLE_BIOGENESIS"
5,"Up",0.775239004199122,0.920303245302492,"B.LvsP.REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR"
45,"Down",0.775325107002895,0.920303245302492,"B.LvsP.ABE_VEGFA_TARGETS_2HR"
76,"Up",0.775694325232404,0.920543877271938,"B.LvsP.PID_KIT_PATHWAY"
140,"Down",0.776196613989814,0.920942291577185,"B.LvsP.GU_PDEF_TARGETS_UP"
39,"Down",0.776388856389479,0.920972749834248,"B.LvsP.REACTOME_NUCLEAR_SIGNALING_BY_ERBB4"
37,"Down",0.776665367066474,0.921103134815644,"B.LvsP.BIOCARTA_IL12_PATHWAY"
523,"Up",0.777175185828802,0.921428577753095,"B.LvsP.GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP"
7,"Up",0.777317078516284,0.921428577753095,"B.LvsP.TERAO_AOX4_TARGETS_HG_DN"
122,"Down",0.777439738690213,0.921428577753095,"B.LvsP.CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP"
340,"Down",0.778770593798504,0.922200677162602,"B.LvsP.AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN"
64,"Up",0.778871390319401,0.922200677162602,"B.LvsP.BIOCARTA_KERATINOCYTE_PATHWAY"
27,"Down",0.778874589582246,0.922200677162602,"B.LvsP.BIOCARTA_CHREBP_PATHWAY"
93,"Down",0.779030401333044,0.922200677162602,"B.LvsP.WATANABE_COLON_CANCER_MSI_VS_MSS_DN"
18,"Down",0.779070797963427,0.922200677162602,"B.LvsP.YEMELYANOV_GR_TARGETS_DN"
104,"Down",0.779091944841113,0.922200677162602,"B.LvsP.KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_DN"
52,"Up",0.779514981858028,0.92232097774484,"B.LvsP.REACTOME_SIGNALING_BY_FGFR4"
57,"Up",0.779527207271051,0.92232097774484,"B.LvsP.SIG_CHEMOTAXIS"
565,"Down",0.779730606414022,0.922364253928783,"B.LvsP.ZHOU_INFLAMMATORY_RESPONSE_LPS_UP"
37,"Down",0.780112071975746,0.922618106086396,"B.LvsP.ONO_AML1_TARGETS_UP"
9,"Down",0.780322715488017,0.922669866110617,"B.LvsP.BIOCARTA_HBX_PATHWAY"
935,"Up",0.780950241603103,0.923214429297318,"B.LvsP.FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN"
22,"Up",0.781311991311174,0.923444634450509,"B.LvsP.BAUS_TFF2_TARGETS_DN"
130,"Down",0.781636553311039,0.923621112631686,"B.LvsP.PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2"
33,"Up",0.781800583809869,0.923621112631686,"B.LvsP.MARCHINI_TRABECTEDIN_RESISTANCE_UP"
154,"Down",0.781962457628671,0.923621112631686,"B.LvsP.NGUYEN_NOTCH1_TARGETS_DN"
115,"Down",0.782317363240054,0.923793240721674,"B.LvsP.BROWNE_HCMV_INFECTION_1HR_UP"
206,"Down",0.782442348761005,0.923793240721674,"B.LvsP.MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3"
30,"Down",0.78271905540114,0.923840750630304,"B.LvsP.REACTOME_DARPP_32_EVENTS"
60,"Up",0.782940109736692,0.923840750630304,"B.LvsP.PID_ER_NONGENOMIC_PATHWAY"
140,"Down",0.78298385918857,0.923840750630304,"B.LvsP.GNATENKO_PLATELET_SIGNATURE"
19,"Down",0.783551311126474,0.924169558909141,"B.LvsP.REACTOME_GLYCOGEN_STORAGE_DISEASES"
92,"Up",0.783596833453799,0.924169558909141,"B.LvsP.STARK_HYPPOCAMPUS_22Q11_DELETION_UP"
71,"Up",0.784358110118079,0.924434345275311,"B.LvsP.REACTOME_SIGNALING_BY_NOTCH3"
96,"Down",0.784359328879619,0.924434345275311,"B.LvsP.PID_BCR_5PATHWAY"
12,"Down",0.784472776635703,0.924434345275311,"B.LvsP.SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN"
18,"Down",0.784634825328794,0.924434345275311,"B.LvsP.MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_1"
49,"Up",0.784657330869422,0.924434345275311,"B.LvsP.REACTOME_NGF_STIMULATED_TRANSCRIPTION"
23,"Down",0.784867470722158,0.9244849266346,"B.LvsP.REACTOME_SIGNALING_BY_FGFR2_IIIA_TM"
252,"Up",0.785052067943889,0.924505406530727,"B.LvsP.REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS"
35,"Down",0.785396837265425,0.924534076011854,"B.LvsP.GOLUB_ALL_VS_AML_DN"
85,"Down",0.785686358357068,0.924534076011854,"B.LvsP.YAMASHITA_LIVER_CANCER_STEM_CELL_UP"
42,"Down",0.785708970631555,0.924534076011854,"B.LvsP.WALLACE_JAK2_TARGETS_UP"
83,"Up",0.785745274584862,0.924534076011854,"B.LvsP.REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS"
79,"Down",0.785969157025377,0.924538388509014,"B.LvsP.MEDINA_SMARCA4_TARGETS"
226,"Down",0.78608337210723,0.924538388509014,"B.LvsP.REACTOME_SUMOYLATION"
886,"Up",0.786750180793272,0.924931771495071,"B.LvsP.SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN"
53,"Up",0.786849822795387,0.924931771495071,"B.LvsP.FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN"
35,"Down",0.787022849418778,0.924931771495071,"B.LvsP.REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION"
46,"Down",0.787143435711671,0.924931771495071,"B.LvsP.ZHAN_LATE_DIFFERENTIATION_GENES_UP"
26,"Up",0.787309721557681,0.924931771495071,"B.LvsP.REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS"
51,"Down",0.787429560495621,0.924931771495071,"B.LvsP.GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN"
46,"Down",0.787588855163464,0.924931771495071,"B.LvsP.REACTOME_PHASE_0_RAPID_DEPOLARISATION"
817,"Down",0.78787345065963,0.925069507049712,"B.LvsP.ACEVEDO_LIVER_CANCER_DN"
362,"Up",0.788692497780302,0.925253154999199,"B.LvsP.MULLIGHAN_NPM1_SIGNATURE_3_DN"
504,"Up",0.788699513032729,0.925253154999199,"B.LvsP.OISHI_CHOLANGIOMA_STEM_CELL_LIKE_DN"
528,"Down",0.788766156036538,0.925253154999199,"B.LvsP.WANG_LMO4_TARGETS_UP"
158,"Up",0.788787604027484,0.925253154999199,"B.LvsP.REACTOME_HATS_ACETYLATE_HISTONES"
313,"Up",0.788904135304133,0.925253154999199,"B.LvsP.BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN"
8,"Up",0.789033934856434,0.925253154999199,"B.LvsP.REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH"
10,"Down",0.789392867457123,0.92547777018033,"B.LvsP.PHONG_TNF_TARGETS_DN"
67,"Up",0.789911552030933,0.925889542331784,"B.LvsP.BROWNE_HCMV_INFECTION_2HR_UP"
15,"Down",0.790731344152844,0.926654006320702,"B.LvsP.BIOCARTA_SODD_PATHWAY"
180,"Up",0.791129066288773,0.92674385167921,"B.LvsP.LIM_MAMMARY_LUMINAL_MATURE_UP"
364,"Down",0.791287241792414,0.92674385167921,"B.LvsP.RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP"
59,"Up",0.79138183363404,0.92674385167921,"B.LvsP.PID_A6B1_A6B4_INTEGRIN_PATHWAY"
129,"Down",0.791518167763806,0.92674385167921,"B.LvsP.HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_DN"
26,"Down",0.791646086359361,0.92674385167921,"B.LvsP.ZIRN_TRETINOIN_RESPONSE_UP"
137,"Up",0.792579378882347,0.927601041670185,"B.LvsP.REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP"
68,"Down",0.792713858182605,0.927601041670185,"B.LvsP.GERHOLD_ADIPOGENESIS_UP"
124,"Down",0.792892564581107,0.927613836133927,"B.LvsP.REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT"
61,"Down",0.793506413600752,0.927952301211053,"B.LvsP.ZHAN_MULTIPLE_MYELOMA_MF_DN"
34,"Up",0.793701975550655,0.927952301211053,"B.LvsP.HUMMERICH_BENIGN_SKIN_TUMOR_UP"
669,"Down",0.793716861023458,0.927952301211053,"B.LvsP.KUMAR_TARGETS_OF_MLL_AF9_FUSION"
106,"Up",0.794030509115772,0.927952301211053,"B.LvsP.PID_AR_PATHWAY"
72,"Down",0.794393559187341,0.927952301211053,"B.LvsP.KEGG_GLIOMA"
11,"Down",0.794415450799007,0.927952301211053,"B.LvsP.BIOCARTA_ALTERNATIVE_PATHWAY"
26,"Up",0.794452677071444,0.927952301211053,"B.LvsP.PID_NFKAPPAB_ATYPICAL_PATHWAY"
237,"Up",0.794583223725252,0.927952301211053,"B.LvsP.MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3"
19,"Up",0.79475544528546,0.927952301211053,"B.LvsP.MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_DN"
55,"Down",0.794910149712727,0.927952301211053,"B.LvsP.FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN"
28,"Down",0.795028043197099,0.927952301211053,"B.LvsP.BIOCARTA_NTHI_PATHWAY"
29,"Down",0.795290719544407,0.928062977703889,"B.LvsP.TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_DN"
97,"Down",0.796090204118053,0.928291448660998,"B.LvsP.GRADE_COLON_VS_RECTAL_CANCER_DN"
45,"Up",0.796361327642876,0.928291448660998,"B.LvsP.XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN"
16,"Up",0.796757161235987,0.928291448660998,"B.LvsP.REACTOME_ERKS_ARE_INACTIVATED"
32,"Down",0.79676723643778,0.928291448660998,"B.LvsP.LANDIS_ERBB2_BREAST_TUMORS_65_UP"
18,"Up",0.796875515691149,0.928291448660998,"B.LvsP.FRASOR_TAMOXIFEN_RESPONSE_DN"
26,"Up",0.796878405442856,0.928291448660998,"B.LvsP.GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP"
55,"Down",0.797061524199449,0.928291448660998,"B.LvsP.ROY_WOUND_BLOOD_VESSEL_DN"
14,"Up",0.797250257400444,0.928291448660998,"B.LvsP.WEBER_METHYLATED_LCP_IN_FIBROBLAST_UP"
7,"Up",0.797317488744814,0.928291448660998,"B.LvsP.TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_DN"
510,"Up",0.797357888061963,0.928291448660998,"B.LvsP.FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL"
29,"Down",0.797388758492734,0.928291448660998,"B.LvsP.KEGG_ASCORBATE_AND_ALDARATE_METABOLISM"
487,"Up",0.797501244554122,0.928291448660998,"B.LvsP.SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4"
156,"Down",0.797764999388702,0.928339568804985,"B.LvsP.FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN"
110,"Down",0.797921812231812,0.928339568804985,"B.LvsP.MATZUK_MEIOTIC_AND_DNA_REPAIR"
83,"Up",0.79804629599025,0.928339568804985,"B.LvsP.REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS"
83,"Up",0.798226030344888,0.928353328097788,"B.LvsP.PID_TXA2PATHWAY"
33,"Down",0.798504906284013,0.928482361060843,"B.LvsP.REACTOME_SIALIC_ACID_METABOLISM"
6,"Down",0.798863676272006,0.928704219114366,"B.LvsP.REACTOME_CHOLINE_CATABOLISM"
79,"Down",0.799044879593647,0.928719600435837,"B.LvsP.KEGG_RENAL_CELL_CARCINOMA"
27,"Up",0.799592510980271,0.929010736333657,"B.LvsP.KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS"
236,"Up",0.799698197346085,0.929010736333657,"B.LvsP.TIEN_INTESTINE_PROBIOTICS_6HR_DN"
154,"Up",0.799928371442685,0.929010736333657,"B.LvsP.LEE_LIVER_CANCER_DENA_DN"
33,"Up",0.800066660762823,0.929010736333657,"B.LvsP.REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING"
90,"Up",0.800135490399869,0.929010736333657,"B.LvsP.BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS"
666,"Up",0.800361246155949,0.929077751416385,"B.LvsP.FOSTER_KDM1A_TARGETS_UP"
11,"Down",0.800603704073365,0.929164122548622,"B.LvsP.BIOCARTA_REELIN_PATHWAY"
162,"Up",0.801173413969164,0.929448377626211,"B.LvsP.HOSHIDA_LIVER_CANCER_SURVIVAL_UP"
27,"Down",0.801184837722286,0.929448377626211,"B.LvsP.PID_INTEGRIN5_PATHWAY"
17,"Up",0.801413741620909,0.929518896039858,"B.LvsP.FUKUSHIMA_TNFSF11_TARGETS"
383,"Down",0.801660377160143,0.929609946585241,"B.LvsP.DELYS_THYROID_CANCER_DN"
67,"Up",0.802519951313812,0.930059071995669,"B.LvsP.FIRESTEIN_CTNNB1_PATHWAY"
104,"Down",0.802525157853198,0.930059071995669,"B.LvsP.FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP"
770,"Down",0.802552329985773,0.930059071995669,"B.LvsP.BOCHKIS_FOXA2_TARGETS"
9,"Down",0.802786121690391,0.930135051723841,"B.LvsP.CALVET_IRINOTECAN_SENSITIVE_VS_REVERTED_UP"
29,"Down",0.803054767214789,0.930251373964083,"B.LvsP.REACTOME_SHC_MEDIATED_CASCADE_FGFR1"
305,"Down",0.803962776934166,0.930815630030001,"B.LvsP.WANG_TUMOR_INVASIVENESS_DN"
30,"Down",0.804086864248036,0.930815630030001,"B.LvsP.REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES"
130,"Down",0.804444098067527,0.930815630030001,"B.LvsP.KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"
